article_id,packet_id,canonical_owner_doc,allowed_surfaces,forbidden_surfaces,spoiler_level,unlock_gate,in_world_voice_options,runtime_layer
applied_lore.drop_capsule_diagnostic_readout,P247_DROP_CAPSULE_DIAGNOSTIC_READOUT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.drop_capsule_diagnostic_readout,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p63_pump_room_first_repair_task,P248_P63_PUMP_ROOM_FIRST_REPAIR_TASK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p63_pump_room_first_repair_task,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sanitized_accident_packet_body,P249_SANITIZED_ACCIDENT_PACKET_BODY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.sanitized_accident_packet_body,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.first_atlas_repair_trace_scene,P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.first_atlas_repair_trace_scene,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.hecton8_public_primer_article,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.hecton8_public_primer_article,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.aegir_system_public_primer_article,P252_AEGIR_SYSTEM_PUBLIC_PRIMER_ARTICLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.aegir_system_public_primer_article,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.deep_reach_public_dossier_article,P253_DEEP_REACH_PUBLIC_DOSSIER_ARTICLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.deep_reach_public_dossier_article,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas6_spoiler_gated_article,P254_ATLAS6_SPOILER_GATED_ARTICLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas6_spoiler_gated_article,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.blue_debt_public_resource_article,P255_BLUE_DEBT_PUBLIC_RESOURCE_ARTICLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.blue_debt_public_resource_article,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.proper_noun_translation_lock_table,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.proper_noun_translation_lock_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.unit_number_style_card,P257_UNIT_NUMBER_STYLE_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.unit_number_style_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.terminal_voice_register_rule,P258_TERMINAL_VOICE_REGISTER_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.terminal_voice_register_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.audio_bark_family_rules,P259_AUDIO_BARK_FAMILY_RULES,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.audio_bark_family_rules,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.rtl_cjk_font_risk_card,P260_RTL_CJK_FONT_RISK_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.rtl_cjk_font_risk_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.resource_yield_authoring_rows,P261_RESOURCE_YIELD_AUTHORING_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.resource_yield_authoring_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.inventory_stack_authoring_rows,P262_INVENTORY_STACK_AUTHORING_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.inventory_stack_authoring_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.escape_recipe_authoring_rows,P263_ESCAPE_RECIPE_AUTHORING_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.escape_recipe_authoring_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.contract_risk_reward_authoring_rows,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.contract_risk_reward_authoring_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ending_payout_authoring_rows,P265_ENDING_PAYOUT_AUTHORING_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_payout_authoring_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.dossier_start_screen_copy,P266_DOSSIER_START_SCREEN_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.dossier_start_screen_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.contract_card_field_labels,P267_CONTRACT_CARD_FIELD_LABELS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.contract_card_field_labels,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.rumor_family_ui_copy,P268_RUMOR_FAMILY_UI_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.rumor_family_ui_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.route_warning_ui_copy,P269_ROUTE_WARNING_UI_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.route_warning_ui_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ending_record_ui_copy,P270_ENDING_RECORD_UI_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_record_ui_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.material_payout_record,P271_MATERIAL_PAYOUT_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.material_payout_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.partial_return_record,P272_PARTIAL_RETURN_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.partial_return_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_ledger_record,P273_PUBLIC_LEDGER_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.public_ledger_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_severance_record,P274_ATLAS_SEVERANCE_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.atlas_severance_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.preserve_quarantine_record,P275_PRESERVE_QUARANTINE_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.preserve_quarantine_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ru_native_review_lock,P276_RU_NATIVE_REVIEW_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.ru_native_review_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.cjk_review_lock,P277_CJK_REVIEW_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.cjk_review_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.rtl_review_lock,P278_RTL_REVIEW_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.rtl_review_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.european_language_review_lock,P279_EUROPEAN_LANGUAGE_REVIEW_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.european_language_review_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.subtitle_audio_review_lock,P280_SUBTITLE_AUDIO_REVIEW_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.subtitle_audio_review_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p281_hecton8_site_opening_hook,P281_HECTON8_SITE_OPENING_HOOK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.p281_hecton8_site_opening_hook,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p282_aegir_site_system_map_copy,P282_AEGIR_SITE_SYSTEM_MAP_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.p282_aegir_site_system_map_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p283_deep_reach_site_accountability_copy,P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.p283_deep_reach_site_accountability_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p284_atlas6_site_spoiler_gate_copy,P284_ATLAS6_SITE_SPOILER_GATE_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.p284_atlas6_site_spoiler_gate_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p285_blue_debt_site_resource_copy,P285_BLUE_DEBT_SITE_RESOURCE_COPY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.p285_blue_debt_site_resource_copy,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p286_capsule_blackbox_audio_01,P286_CAPSULE_BLACKBOX_AUDIO_01,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p286_capsule_blackbox_audio_01,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p287_p63_pump_room_work_order,P287_P63_PUMP_ROOM_WORK_ORDER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p287_p63_pump_room_work_order,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p288_worker_locker_nameplate_sample,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.p288_worker_locker_nameplate_sample,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p289_marauder_correction_note_sample,P289_MARAUDER_CORRECTION_NOTE_SAMPLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p289_marauder_correction_note_sample,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p290_quarantine_relay_fragment,P290_QUARANTINE_RELAY_FRAGMENT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p290_quarantine_relay_fragment,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p291_photic_mat_codex_card,P291_PHOTIC_MAT_CODEX_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p291_photic_mat_codex_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p292_glass_grazer_codex_card,P292_GLASS_GRAZER_CODEX_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p292_glass_grazer_codex_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p293_lantern_drift_codex_card,P293_LANTERN_DRIFT_CODEX_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.p293_lantern_drift_codex_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p294_brine_vane_codex_card,P294_BRINE_VANE_CODEX_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.p294_brine_vane_codex_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p295_sensor_tagged_fauna_codex_card,P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.p295_sensor_tagged_fauna_codex_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p296_abyssal_machine_field_warning,P296_ABYSSAL_MACHINE_FIELD_WARNING,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.p296_abyssal_machine_field_warning,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p297_atlas_basin_pressure_gate,P297_ATLAS_BASIN_PRESSURE_GATE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.p297_atlas_basin_pressure_gate,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p298_factory_temple_entry_fragment,P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.p298_factory_temple_entry_fragment,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p299_payload_authority_last_check,P299_PAYLOAD_AUTHORITY_LAST_CHECK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.p299_payload_authority_last_check,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.p300_no_clean_ending_dossier_note,P300_NO_CLEAN_ENDING_DOSSIER_NOTE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.p300_no_clean_ending_dossier_note,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.resource_yield_row_contract,P301_RESOURCE_YIELD_ROW_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.resource_yield_row_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.stack_limit_row_contract,P302_STACK_LIMIT_ROW_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.stack_limit_row_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.escape_recipe_cost_row_contract,P303_ESCAPE_RECIPE_COST_ROW_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.escape_recipe_cost_row_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.contract_risk_reward_row_contract,P304_CONTRACT_RISK_REWARD_ROW_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.contract_risk_reward_row_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ending_payout_row_contract,P305_ENDING_PAYOUT_ROW_CONTRACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_payout_row_contract,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pda_codex_state_proof_card,P306_PDA_CODEX_STATE_PROOF_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.pda_codex_state_proof_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.scanner_stage_binding_proof_card,P307_SCANNER_STAGE_BINDING_PROOF_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.scanner_stage_binding_proof_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.terminal_slot_proof_card,P308_TERMINAL_SLOT_PROOF_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.terminal_slot_proof_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.dossier_ending_record_proof_card,P309_DOSSIER_ENDING_RECORD_PROOF_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.dossier_ending_record_proof_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.localized_overflow_proof_card,P310_LOCALIZED_OVERFLOW_PROOF_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.localized_overflow_proof_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_home_page_composition_lock,P311_SITE_HOME_PAGE_COMPOSITION_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.site_home_page_composition_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_aegir_system_art_composition_lock,P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.site_aegir_system_art_composition_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_deep_reach_evidence_composition_lock,P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.site_deep_reach_evidence_composition_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_atlas_spoiler_composition_lock,P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.site_atlas_spoiler_composition_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.social_dev_note_copy_lock,P315_SOCIAL_DEV_NOTE_COPY_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.social_dev_note_copy_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.first_hour_placement_priority_lock,P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.first_hour_placement_priority_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.mid_depth_route_placement_priority_lock,P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.mid_depth_route_placement_priority_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ecology_scan_placement_priority_lock,P318_ECOLOGY_SCAN_PLACEMENT_PRIORITY_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.ecology_scan_placement_priority_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.final_descent_placement_priority_lock,P319_FINAL_DESCENT_PLACEMENT_PRIORITY_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.final_descent_placement_priority_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.terminal_backlog_triage_lock,P320_TERMINAL_BACKLOG_TRIAGE_LOCK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.terminal_backlog_triage_lock,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_claim_pool_charter,P321_BLACK_KEEL_CLAIM_POOL_CHARTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.black_keel_claim_pool_charter,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.masked_deep_reach_beneficiary_clause,P322_MASKED_DEEP_REACH_BENEFICIARY_CLAUSE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.masked_deep_reach_beneficiary_clause,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.orbital_recovery_window_protocol,P323_ORBITAL_RECOVERY_WINDOW_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.orbital_recovery_window_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.salvage_carrier_autonomy_limits,P324_SALVAGE_CARRIER_AUTONOMY_LIMITS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.salvage_carrier_autonomy_limits,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
