packet_id,release_set_id,article_id,title_en,surfaces_present,locale_count,route_card_present,binding_map_present
P353_VENT_FORGE_FIELD_PROCESS_GUIDE,RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,applied_lore.vent_forge_field_process_guide,Vent Forge Field Process Guide,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P354_BLUE_DEBT_PRESSURE_HISTORY_GUIDE,RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,applied_lore.blue_debt_pressure_history_guide,Blue Debt Pressure History Guide,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P355_PRESSURE_GLASS_AND_SEALANT_GUIDE,RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,applied_lore.pressure_glass_and_sealant_guide,Pressure Glass and Sealant Guide,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P356_PRESSURE_BUNK_SHIFT_ROUTINE,RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,applied_lore.pressure_bunk_shift_routine,Pressure Bunk Shift Routine,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P357_CANTEEN_WATER_LEDGER,RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,applied_lore.canteen_water_ledger,Canteen Water Ledger,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P358_TOOL_CERTIFICATION_RITUALS,RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,applied_lore.tool_certification_rituals,Tool Certification Rituals,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P359_WORKER_COMMUNITY_NO_FAMILY_HOOK_RULE,RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,applied_lore.worker_community_no_family_hook_rule,Worker Community No Family Hook Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P360_LAST_NORMAL_DAY_EVIDENCE_SET,RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,applied_lore.last_normal_day_evidence_set,Last Normal Day Evidence Set,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P361_ACOUSTIC_RELAY_SPINE_ASSEMBLY,RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,applied_lore.acoustic_relay_spine_assembly,Acoustic Relay Spine Assembly,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P362_PRESSURE_SEAL_CLAMP_RING_ASSEMBLY,RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,applied_lore.pressure_seal_clamp_ring_assembly,Pressure Seal Clamp Ring Assembly,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P363_GUIDANCE_TIMING_CORE_ASSEMBLY,RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,applied_lore.guidance_timing_core_assembly,Guidance Timing Core Assembly,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P364_ASCENT_ENERGY_CHARGE_ASSEMBLY,RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,applied_lore.ascent_energy_charge_assembly,Ascent Energy Charge Assembly,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P365_QUARANTINE_LEGAL_HANDSHAKE_ASSEMBLY,RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,applied_lore.quarantine_legal_handshake_assembly,Quarantine Legal Handshake Assembly,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P366_FIELD_SYSTEMS_SPECIALIST_RECORD,RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,applied_lore.field_systems_specialist_record,Field Systems Specialist Record,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P367_REVOKED_ACCESS_LANGUAGE_TRACE,RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,applied_lore.revoked_access_language_trace,Revoked Access Language Trace,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P368_OLD_PROCEDURE_RECOGNITION_CUE,RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,applied_lore.old_procedure_recognition_cue,Old Procedure Recognition Cue,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P369_DEBT_BLACKLIST_CONTRACT_PRESSURE,RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,applied_lore.debt_blacklist_contract_pressure,Debt Blacklist Contract Pressure,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P370_PROFESSIONAL_GUILT_TO_PERSONAL_STAKE,RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,applied_lore.professional_guilt_to_personal_stake,Professional Guilt To Personal Stake,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P371_GREAT_TIDE_SENSOR_MARGIN_PROOF,RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,applied_lore.great_tide_sensor_margin_proof,Great Tide Sensor Margin Proof,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P372_EVACUATION_QUEUE_DELAY_PROOF,RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,applied_lore.evacuation_queue_delay_proof,Evacuation Queue Delay Proof,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P373_ATLAS_WEIGHTING_AUDIT_PROOF,RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,applied_lore.atlas_weighting_audit_proof,Atlas Weighting Audit Proof,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P374_QUARANTINE_RELEASE_DELAY_PROOF,RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,applied_lore.quarantine_release_delay_proof,Quarantine Release Delay Proof,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,applied_lore.claim_continuity_loss_conversion_proof,Claim Continuity Loss Conversion Proof,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P376_PAYLOAD_SELL_COORDINATES_RECEIVER_PROTOCOL,RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,applied_lore.payload_sell_coordinates_receiver_protocol,Payload Sell Coordinates Receiver Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P377_PAYLOAD_SEVER_ATLAS_RECEIVER_PROTOCOL,RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,applied_lore.payload_sever_atlas_receiver_protocol,Payload Sever Atlas Receiver Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P378_PAYLOAD_PRESERVE_QUARANTINE_RECEIVER_PROTOCOL,RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,applied_lore.payload_preserve_quarantine_receiver_protocol,Payload Preserve Quarantine Receiver Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P379_PAYLOAD_PUBLIC_LEDGER_RECEIVER_PROTOCOL,RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,applied_lore.payload_public_ledger_receiver_protocol,Payload Public Ledger Receiver Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P380_PAYLOAD_WITHHOLD_BLIND_RETURN_PROTOCOL,RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,applied_lore.payload_withhold_blind_return_protocol,Payload Withhold Blind Return Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P381_CONTRACT_APPROACH_ACT_GATE,RS077_LONG_CAMPAIGN_ACT_SPINE,applied_lore.contract_approach_act_gate,Contract Approach Act Gate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P382_PHOTIC_SHELF_SURVIVAL_ACT,RS077_LONG_CAMPAIGN_ACT_SPINE,applied_lore.photic_shelf_survival_act,Photic Shelf Survival Act,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P383_BRINE_CANYON_LIABILITY_ACT,RS077_LONG_CAMPAIGN_ACT_SPINE,applied_lore.brine_canyon_liability_act,Brine Canyon Liability Act,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P384_ABYSSAL_MACHINE_FIELD_REPAIR_ACT,RS077_LONG_CAMPAIGN_ACT_SPINE,applied_lore.abyssal_machine_field_repair_act,Abyssal Machine Field Repair Act,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P385_ATLAS_BASIN_PAYLOAD_ACT,RS077_LONG_CAMPAIGN_ACT_SPINE,applied_lore.atlas_basin_payload_act,Atlas Basin Payload Act,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P386_SHALLOW_ANNEX_P63_POI_KIT,RS078_MAJOR_POI_EVIDENCE_KITS,applied_lore.shallow_annex_p63_poi_kit,Shallow Annex P-63 POI Kit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P387_CABLE_REEF_RELAY_YARD_POI_KIT,RS078_MAJOR_POI_EVIDENCE_KITS,applied_lore.cable_reef_relay_yard_poi_kit,Cable Reef Relay Yard POI Kit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P388_BRINE_CANYON_PUMP_CATHEDRAL_POI_KIT,RS078_MAJOR_POI_EVIDENCE_KITS,applied_lore.brine_canyon_pump_cathedral_poi_kit,Brine Canyon Pump Cathedral POI Kit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P389_EVACUATION_QUEUE_TERMINAL_POI_KIT,RS078_MAJOR_POI_EVIDENCE_KITS,applied_lore.evacuation_queue_terminal_poi_kit,Evacuation Queue Terminal POI Kit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P390_ATLAS_SERVICE_BASIN_POI_KIT,RS078_MAJOR_POI_EVIDENCE_KITS,applied_lore.atlas_service_basin_poi_kit,Atlas Service Basin POI Kit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P391_QUIET_SALVAGE_CONTRACT_SEED,RS079_REPLAY_CONTRACT_SEED_FAMILIES,applied_lore.quiet_salvage_contract_seed,Quiet Salvage Contract Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P392_STORM_WINDOW_RUSH_CONTRACT_SEED,RS079_REPLAY_CONTRACT_SEED_FAMILIES,applied_lore.storm_window_rush_contract_seed,Storm Window Rush Contract Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P393_HIGH_CUSTODY_SAMPLE_CONTRACT_SEED,RS079_REPLAY_CONTRACT_SEED_FAMILIES,applied_lore.high_custody_sample_contract_seed,High Custody Sample Contract Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P394_EVIDENCE_FIRST_CHARTER_CONTRACT_SEED,RS079_REPLAY_CONTRACT_SEED_FAMILIES,applied_lore.evidence_first_charter_contract_seed,Evidence First Charter Contract Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P395_RECOVERY_COMPLIANCE_BAIT_CONTRACT_SEED,RS079_REPLAY_CONTRACT_SEED_FAMILIES,applied_lore.recovery_compliance_bait_contract_seed,Recovery Compliance Bait Contract Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P396_PUBLIC_STARTING_PREMISE_ARTICLE_MODULE,RS080_PUBLIC_WIKI_ARTICLE_MODULES,applied_lore.public_starting_premise_article_module,Public Starting Premise Article Module,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P397_PUBLIC_NO_FTL_ROUTE_ARTICLE_MODULE,RS080_PUBLIC_WIKI_ARTICLE_MODULES,applied_lore.public_no_ftl_route_article_module,Public No FTL Route Article Module,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P398_PUBLIC_AEGIR_MOON_MAP_ARTICLE_MODULE,RS080_PUBLIC_WIKI_ARTICLE_MODULES,applied_lore.public_aegir_moon_map_article_module,Public Aegir Moon Map Article Module,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P399_PUBLIC_DEEP_REACH_LIABILITY_ARTICLE_MODULE,RS080_PUBLIC_WIKI_ARTICLE_MODULES,applied_lore.public_deep_reach_liability_article_module,Public Deep Reach Liability Article Module,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P400_PUBLIC_ATLAS_SPOILER_GATE_ARTICLE_MODULE,RS080_PUBLIC_WIKI_ARTICLE_MODULES,applied_lore.public_atlas_spoiler_gate_article_module,Public Atlas Spoiler Gate Article Module,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P401_MARA_VENN_PUMP_CHIEF_DOSSIER,RS081_COLONY_ANCHOR_WORKER_DOSSIERS,applied_lore.mara_venn_pump_chief_dossier,Mara Venn/Pump Chief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P402_JUNO_KADE_RELAY_NOTARY_DOSSIER,RS081_COLONY_ANCHOR_WORKER_DOSSIERS,applied_lore.juno_kade_relay_notary_dossier,Juno Kade/Relay,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P403_REN_OKOYE_BRINE_CARTOGRAPHER_DOSSIER,RS081_COLONY_ANCHOR_WORKER_DOSSIERS,applied_lore.ren_okoye_brine_cartographer_dossier,Ren Okoye/Brine Map,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P404_SAHANA_IQBAL_TRIAGE_MECHANIC_DOSSIER,RS081_COLONY_ANCHOR_WORKER_DOSSIERS,applied_lore.sahana_iqbal_triage_mechanic_dossier,Sahana Iqbal/Triage,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P405_LIAN_TORRES_VENT_FORGE_OPERATOR_DOSSIER,RS081_COLONY_ANCHOR_WORKER_DOSSIERS,applied_lore.lian_torres_vent_forge_operator_dossier,Lian Torres/Vent Forge,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P406_VARNEK_MARGIN_ACCEPTANCE_MEMO_ARTIFACT,RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,applied_lore.varnek_margin_acceptance_memo_artifact,Varnek Margin Memo,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P407_ARENDT_ATLAS_WEIGHTING_WAIVER_ARTIFACT,RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,applied_lore.arendt_atlas_weighting_waiver_artifact,Arendt Atlas Waiver,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P408_HALDANE_QUARANTINE_RELEASE_HOLD_ARTIFACT,RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,applied_lore.haldane_quarantine_release_hold_artifact,Haldane Quarantine Hold,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P409_IBARRA_LOSS_CONVERSION_LEDGER_ARTIFACT,RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,applied_lore.ibarra_loss_conversion_ledger_artifact,Ibarra Loss Ledger,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P410_SATO_REN_RETURN_ACTION_PACKET_ARTIFACT,RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,applied_lore.sato_ren_return_action_packet_artifact,Sato-Ren Return Packet,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P411_PREDATOR_SHADOW_ENCOUNTER_GRAMMAR,RS083_FAUNA_ENCOUNTER_GRAMMAR,applied_lore.predator_shadow_encounter_grammar,Predator Shadow Encounter Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P412_GLASS_GRAZER_CLEARING_ENCOUNTER_GRAMMAR,RS083_FAUNA_ENCOUNTER_GRAMMAR,applied_lore.glass_grazer_clearing_encounter_grammar,Glass Grazer Clearing Encounter Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P413_LANTERN_DRIFT_FALSE_SAFE_ENCOUNTER_GRAMMAR,RS083_FAUNA_ENCOUNTER_GRAMMAR,applied_lore.lantern_drift_false_safe_encounter_grammar,Lantern Drift False-Safe Encounter Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P414_BRINE_VANE_NAVIGATION_ENCOUNTER_GRAMMAR,RS083_FAUNA_ENCOUNTER_GRAMMAR,applied_lore.brine_vane_navigation_encounter_grammar,Brine Vane Navigation Encounter Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P415_SENSOR_TAGGED_FAUNA_PURSUIT_ENCOUNTER_GRAMMAR,RS083_FAUNA_ENCOUNTER_GRAMMAR,applied_lore.sensor_tagged_fauna_pursuit_encounter_grammar,Sensor-Tagged Fauna Pursuit Encounter Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P416_SITE_WIKI_START_HERE_CLUSTER,RS084_SITE_WIKI_NAVIGATION_CLUSTERS,applied_lore.site_wiki_start_here_cluster,Start Here: HECTON-8,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P417_SITE_WIKI_SYSTEM_AND_SHIPS_CLUSTER,RS084_SITE_WIKI_NAVIGATION_CLUSTERS,applied_lore.site_wiki_system_and_ships_cluster,Aegir Route and Ships,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P418_SITE_WIKI_COLONY_AND_WORKERS_CLUSTER,RS084_SITE_WIKI_NAVIGATION_CLUSTERS,applied_lore.site_wiki_colony_and_workers_cluster,Colony and Workers,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P419_SITE_WIKI_RESOURCES_AND_ECOLOGY_CLUSTER,RS084_SITE_WIKI_NAVIGATION_CLUSTERS,applied_lore.site_wiki_resources_and_ecology_cluster,Resources and Ecology,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P420_SITE_WIKI_ENDINGS_SPOILER_CLUSTER,RS084_SITE_WIKI_NAVIGATION_CLUSTERS,applied_lore.site_wiki_endings_spoiler_cluster,Endings and Payload Custody,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P421_RAN_AEGIR_PUBLIC_DISTANCE_BAND,RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,applied_lore.ran_aegir_public_distance_band,Ran/Aegir Distance Band,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P422_AEGIR_LOCAL_WINDOW_BAND_TABLE,RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,applied_lore.aegir_local_window_band_table,Aegir Window Bands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P423_HECTON8_MOON_LADDER_PUBLIC_BAND,RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,applied_lore.hecton8_moon_ladder_public_band,HECTON-8 Moon Ladder,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P424_BLACK_KEEL_TRANSFER_ORBIT_BAND,RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,applied_lore.black_keel_transfer_orbit_band,Black Keel Transfer Band,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P425_PUBLIC_EPHEMERIS_TABLE_HANDOFF_RULE,RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,applied_lore.public_ephemeris_table_handoff_rule,Ephemeris Handoff Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P426_BLUE_DEBT_CUSTODY_GRADE_RECEIPT,RS086_RESOURCE_ECONOMY_ARTIFACTS,applied_lore.blue_debt_custody_grade_receipt,Blue Debt Custody Grade Receipt,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P427_PRESSURE_GLASS_FIELD_CERTIFICATE,RS086_RESOURCE_ECONOMY_ARTIFACTS,applied_lore.pressure_glass_field_certificate,Pressure Glass Field Certificate,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P428_BRINE_SALT_PROCESS_LOT_CARD,RS086_RESOURCE_ECONOMY_ARTIFACTS,applied_lore.brine_salt_process_lot_card,Brine Salt Process Lot Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P429_ATLAS_LATTICE_CONTAMINATION_TAG,RS086_RESOURCE_ECONOMY_ARTIFACTS,applied_lore.atlas_lattice_contamination_tag,Atlas Lattice Contamination Tag,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,RS086_RESOURCE_ECONOMY_ARTIFACTS,applied_lore.black_keel_payout_mass_ledger,Black Keel Payout Mass Ledger,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P431_PDA_EVIDENCE_TIER_LABEL_RULE,RS087_PDA_CODEX_PRESENTATION_RULES,applied_lore.pda_evidence_tier_label_rule,PDA Evidence Tier Label Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P432_SCANNER_STAGE_COPY_ESCALATION_RULE,RS087_PDA_CODEX_PRESENTATION_RULES,applied_lore.scanner_stage_copy_escalation_rule,Scanner Stage Copy Escalation Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P433_TERMINAL_OPERATOR_SURFACE_RULE,RS087_PDA_CODEX_PRESENTATION_RULES,applied_lore.terminal_operator_surface_rule,Terminal Operator Surface Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P434_DOSSIER_ENDING_RECORD_LAYOUT_RULE,RS087_PDA_CODEX_PRESENTATION_RULES,applied_lore.dossier_ending_record_layout_rule,Dossier Ending Record Layout Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P435_LOCALIZED_OVERFLOW_PRESENTATION_RULE,RS087_PDA_CODEX_PRESENTATION_RULES,applied_lore.localized_overflow_presentation_rule,Localized Overflow Presentation Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P436_BLACK_KEEL_APPROACH_TRANSCRIPT_SEED,RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,applied_lore.black_keel_approach_transcript_seed,Black Keel Approach Transcript Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P437_DEEP_REACH_SANITIZED_PACKET_TRANSCRIPT_SEED,RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,applied_lore.deep_reach_sanitized_packet_transcript_seed,Deep Reach Sanitized Packet Transcript Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P438_WORKER_DOSSIER_AUDIO_TRANSCRIPT_SEED,RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,applied_lore.worker_dossier_audio_transcript_seed,Worker Dossier Audio Transcript Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P439_ATLAS_REPAIR_TRACE_TRANSCRIPT_SEED,RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,applied_lore.atlas_repair_trace_transcript_seed,Atlas Repair Trace Transcript Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P440_ENDING_RECORD_TRANSCRIPT_SEED,RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,applied_lore.ending_record_transcript_seed,Ending Record Transcript Seed,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P441_RESOURCE_YIELD_VALUE_DRAFT_ROWS,RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,applied_lore.resource_yield_value_draft_rows,Resource Yield Value Draft Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P442_STACK_LIMIT_VALUE_DRAFT_ROWS,RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,applied_lore.stack_limit_value_draft_rows,Stack Limit Value Draft Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P443_ESCAPE_RECIPE_VALUE_DRAFT_ROWS,RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,applied_lore.escape_recipe_value_draft_rows,Escape Recipe Value Draft Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,applied_lore.contract_risk_reward_value_draft_rows,Contract Risk Reward Value Draft Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,applied_lore.ending_payout_value_draft_rows,Ending Payout Value Draft Rows,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P446_FIRST_HOUR_PLACEMENT_BRIEF,RS090_UNITY_PLACEMENT_SCENE_BRIEFS,applied_lore.first_hour_placement_brief,First Hour Placement Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P447_MID_DEPTH_ROUTE_PLACEMENT_BRIEF,RS090_UNITY_PLACEMENT_SCENE_BRIEFS,applied_lore.mid_depth_route_placement_brief,Mid Depth Route Placement Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P448_ECOLOGY_SCAN_PLACEMENT_BRIEF,RS090_UNITY_PLACEMENT_SCENE_BRIEFS,applied_lore.ecology_scan_placement_brief,Ecology Scan Placement Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P449_FINAL_DESCENT_PLACEMENT_BRIEF,RS090_UNITY_PLACEMENT_SCENE_BRIEFS,applied_lore.final_descent_placement_brief,Final Descent Placement Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P450_TERMINAL_SLOT_PROMOTION_BRIEF,RS090_UNITY_PLACEMENT_SCENE_BRIEFS,applied_lore.terminal_slot_promotion_brief,Terminal Slot Promotion Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P451_RU_NATIVE_ENCODING_QA_BRIEF,RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS,applied_lore.ru_native_encoding_qa_brief,RU Native Encoding QA Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P452_CJK_FONT_WRAP_QA_BRIEF,RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS,applied_lore.cjk_font_wrap_qa_brief,CJK Font Wrap QA Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P453_RTL_BIDI_NUMERIC_QA_BRIEF,RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS,applied_lore.rtl_bidi_numeric_qa_brief,RTL Bidi Numeric QA Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P454_EUROPEAN_EXPANSION_FIT_QA_BRIEF,RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS,applied_lore.european_expansion_fit_qa_brief,European Expansion Fit QA Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P455_SUBTITLE_AUDIO_TIMING_QA_BRIEF,RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS,applied_lore.subtitle_audio_timing_qa_brief,Subtitle Audio Timing QA Brief,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
