packet_id,arc_id,depth_band,route_moment,prereq_packet_ids,next_packet_ids,evidence_type,truth_claim,player_decision,spoiler_tier,primary_surface
P169_NATIVE_LOCALIZED_NAME_HANDLING,derived_RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,biome.claim_admin;biome.shallow_annex,unlock.native_localized_name_handling,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P170_SHIFT_CREW_STORY_SEEDS,derived_RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,biome.industrial_shelf;biome.brine_canyon,unlock.shift_crew_story_seeds,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P171_RECIPE_TIER_PRESSURE_BANDS,derived_RS035_RESOURCE_RECIPE_PRESSURE_RULES,biome.photic_shelf;biome.brine_canyon,unlock.recipe_tier_pressure_bands,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P172_PRESSURE_FAILURE_THRESHOLDS,derived_RS035_RESOURCE_RECIPE_PRESSURE_RULES,biome.brine_canyon;biome.abyssal_machine_field,unlock.pressure_failure_thresholds,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P173_BLUE_DEBT_SAMPLE_QUALITY,derived_RS035_RESOURCE_RECIPE_PRESSURE_RULES,biome.brine_canyon;biome.atlas_basin,unlock.blue_debt_sample_quality,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P174_VENT_FORGE_PROCESS_STEPS,derived_RS035_RESOURCE_RECIPE_PRESSURE_RULES,biome.thermal_fields;biome.brine_canyon,unlock.vent_forge_process_steps,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P177_RISK_WEIGHT_CONTRACT_CARD,derived_RS036_DOSSIER_SAVE_PRESENTATION_RULES,biome.black_keel_orbit;biome.claim_admin,unlock.risk_weight_contract_card,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P178_ENDING_RECORD_PRESENTATION,derived_RS036_DOSSIER_SAVE_PRESENTATION_RULES,biome.black_keel_orbit;biome.relay_archive,unlock.ending_record_presentation,P136_DOSSIER_RUMOR_UNLOCKS,,derived_from_unlock_and_poi_tags,,,,
P179_SAVE_PROFILE_KNOWLEDGE_FLAGS,derived_RS036_DOSSIER_SAVE_PRESENTATION_RULES,biome.black_keel_orbit;biome.claim_admin,unlock.save_profile_knowledge_flags,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P180_WEBSITE_WIKI_SPOILER_TIERING,derived_RS036_DOSSIER_SAVE_PRESENTATION_RULES,biome.relay_archive;biome.claim_admin,unlock.website_wiki_spoiler_tiering,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P182_HECTON8_ORBITAL_HAZARD_TABLE,derived_RS037_AEGIR_MOON_PUBLIC_ATLAS,biome.black_keel_orbit;biome.upper_atmosphere,unlock.hecton8_orbital_hazard_table,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P183_AEGIR_MOON_LEDGER_ROLE_TABLE,derived_RS037_AEGIR_MOON_PUBLIC_ATLAS,biome.claim_admin;biome.relay_archive,unlock.aegir_moon_ledger_role_table,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,derived_RS037_AEGIR_MOON_PUBLIC_ATLAS,biome.public_archive;biome.relay_archive,unlock.moon_route_article_spoiler_boundary,,P190_FALSE_PUBLIC_REPORT_PACKET;P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,derived_from_unlock_and_poi_tags,,,,
P186_TRUE_CAUSE_KNOWLEDGE_TIERS,derived_RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,biome.claim_admin;biome.worker_archive,unlock.true_cause_knowledge_tiers,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P187_LIABILITY_MEMO_FRAGMENT_CHAIN,derived_RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,biome.worker_archive;biome.relay_archive,unlock.liability_memo_fragment_chain,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P188_SIGNOFF_WITNESS_CONFLICT,derived_RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,biome.worker_archive;biome.claim_admin,unlock.signoff_witness_conflict,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P189_SUBOFFICE_PERSONNEL_SEEDS,derived_RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,biome.claim_admin;biome.relay_archive,unlock.suboffice_personnel_seeds,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P190_FALSE_PUBLIC_REPORT_PACKET,derived_RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,biome.public_archive;biome.relay_archive,unlock.false_public_report_packet,P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,,derived_from_unlock_and_poi_tags,,,,
P191_FINAL_QUESTION_CRIME_SCENE_SALE,derived_RS039_FINAL_DECISION_EMOTIONAL_AXIS,biome.atlas_basin;biome.black_keel_orbit,unlock.final_question_crime_scene_sale,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P192_FINAL_QUESTION_BROKEN_GUARDIAN,derived_RS039_FINAL_DECISION_EMOTIONAL_AXIS,biome.atlas_basin;biome.repair_ecology,unlock.final_question_broken_guardian,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,derived_RS039_FINAL_DECISION_EMOTIONAL_AXIS,biome.relay_archive;biome.public_archive,unlock.final_question_public_ledger_lost_control,P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,,derived_from_unlock_and_poi_tags,,,,
P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,derived_RS039_FINAL_DECISION_EMOTIONAL_AXIS,biome.atlas_basin;biome.factory_temple,unlock.final_question_severance_mercy_theft,,P377_PAYLOAD_SEVER_ATLAS_RECEIVER_PROTOCOL,derived_from_unlock_and_poi_tags,,,,
P195_BEST_ENDING_NO_CLEAN_HANDS,derived_RS039_FINAL_DECISION_EMOTIONAL_AXIS,biome.atlas_basin;biome.dossier_archive,unlock.residue_left_visible,P092_GLOBAL_OCEAN_DEPTH_BANDS,P200_NATIVE_LOCALIZATION_PASS_CONTRACT,derived_from_unlock_and_poi_tags,,,,
P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,derived_RS040_NUMERIC_TUNING_SOURCE_RULES,biome.dossier_archive;biome.claim_admin,unlock.resource_table_placeholder_contract,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P197_ESCAPE_RECIPE_BALANCE_BANDS,derived_RS040_NUMERIC_TUNING_SOURCE_RULES,biome.p63_shallows;biome.atlas_basin,unlock.escape_recipe_balance_bands,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P198_RISK_REWARD_TABLE_BANDS,derived_RS040_NUMERIC_TUNING_SOURCE_RULES,biome.black_keel_orbit;biome.dossier_archive,unlock.risk_reward_table_bands,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P200_NATIVE_LOCALIZATION_PASS_CONTRACT,derived_RS040_NUMERIC_TUNING_SOURCE_RULES,biome.dossier_archive;biome.public_archive,unlock.native_localization_pass_contract,P195_BEST_ENDING_NO_CLEAN_HANDS,,derived_from_unlock_and_poi_tags,,,,
P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,derived_RS041_DEEP_REACH_LOWER_SIGNATURES,biome.claim_admin;biome.p63_shallows,unlock.contract_continuity_desk_signatures,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P202_PACKET_NOTARY_INTERFACE_SIGNATURES,derived_RS041_DEEP_REACH_LOWER_SIGNATURES,biome.relay_spine;biome.claim_admin,unlock.packet_notary_interface_signatures,,P471_LUYTEN_PACKET_CUSTODY_RELAY_BRIDGE,derived_from_unlock_and_poi_tags,,,,
P203_QUARANTINE_REVIEW_GATE_SIGNATURES,derived_RS041_DEEP_REACH_LOWER_SIGNATURES,biome.industrial_shelf;biome.med_lock,unlock.quarantine_review_gate_signatures,P165_DEEP_REACH_SUBOFFICE_REGISTRY,,derived_from_unlock_and_poi_tags,,,,
P204_ASSET_SILENCE_BOARD_SIGNATURES,derived_RS041_DEEP_REACH_LOWER_SIGNATURES,biome.claim_admin;biome.worker_locker,unlock.asset_silence_board_signatures,,P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,derived_from_unlock_and_poi_tags,,,,
P205_RETURN_ACTION_QUEUE_SIGNATURES,derived_RS041_DEEP_REACH_LOWER_SIGNATURES,biome.claim_admin;biome.black_keel,unlock.return_action_queue_signatures,P150_RECOVERY_COMPLIANCE_CHAIN,P712_PROOF_WEIGHT_PW9,derived_from_unlock_and_poi_tags,,,,
P207_PRESSURE_CREW_ARCHETYPE_TABLE,derived_RS042_COLONY_ROSTER_AUTHORING_POOL,biome.worker_locker;biome.industrial_shelf,unlock.pressure_crew_archetype_table,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P208_ANCHOR_WORKER_NAME_SET_A,derived_RS042_COLONY_ROSTER_AUTHORING_POOL,biome.worker_locker;biome.p63_shallows,unlock.anchor_worker_name_set_a,P158_LOCKER_NAME_PROTOCOL,,derived_from_unlock_and_poi_tags,,,,
P209_ANCHOR_WORKER_NAME_SET_B,derived_RS042_COLONY_ROSTER_AUTHORING_POOL,biome.brine_canyon;biome.abyssal_machine_field,unlock.anchor_worker_name_set_b,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P212_TRIAGE_LEDGER_PROP_VARIANTS,derived_RS043_WORKER_PROP_EVIDENCE_KIT,biome.med_lock;biome.worker_locker,unlock.triage_ledger_prop_variants,P1327_TRIAGE_DELAY_LEDGER_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P213_ROUTE_PERMISSION_STAMP_SET,derived_RS043_WORKER_PROP_EVIDENCE_KIT,biome.industrial_shelf;biome.brine_canyon,unlock.route_permission_stamp_set,P1326_ROUTE_PERMISSION_STAMP_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P221_PHOTIC_MAT_BASELINE,derived_RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,biome.photic_shelf;biome.shallow_reef,unlock.photic_mat_baseline,P031_PHOTIC_SHELF_LIFE,,derived_from_unlock_and_poi_tags,,,,
P222_GLASS_GRAZER_SCHOOLS,derived_RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,biome.photic_shelf;biome.cable_reef,unlock.glass_grazer_schools,P033_CABLE_REEF_SYMBIOSIS,,derived_from_unlock_and_poi_tags,,,,
P223_LANTERN_DRIFT_BLOOM,derived_RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,biome.photic_shelf;biome.open_shallow_water,unlock.lantern_drift_bloom,P031_PHOTIC_SHELF_LIFE,,derived_from_unlock_and_poi_tags,,,,
P224_SHELL_CLAMP_REEF,derived_RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,biome.photic_shelf;biome.cable_reef,unlock.shell_clamp_reef,P033_CABLE_REEF_SYMBIOSIS,,derived_from_unlock_and_poi_tags,,,,
P226_BRINE_VANE_FORESTS,derived_RS046_BRINE_CANYON_ABYSS_ECOLOGY,biome.brine_canyon;biome.density_layer,unlock.brine_vane_forests,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P227_DENSITY_SKATER_FAUNA,derived_RS046_BRINE_CANYON_ABYSS_ECOLOGY,biome.brine_canyon;biome.density_layer,unlock.density_skater_fauna,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P228_VENT_ANCHOR_COLONIES,derived_RS046_BRINE_CANYON_ABYSS_ECOLOGY,biome.thermal_vent;biome.brine_canyon,unlock.vent_anchor_colonies,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P229_WIDE_FILTER_BODY_TRACE,derived_RS046_BRINE_CANYON_ABYSS_ECOLOGY,biome.abyssal_machine_field;biome.open_deep_water,unlock.wide_filter_body_trace,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P230_SILT_AMBUSHER_TELEGRAPH,derived_RS046_BRINE_CANYON_ABYSS_ECOLOGY,biome.abyssal_machine_field;biome.silt_plain,unlock.silt_ambusher_telegraph,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P231_CONDUCTIVE_BIOFILM_CABLE_SKIN,derived_RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,biome.cable_reef;biome.industrial_shelf,unlock.conductive_biofilm_cable_skin,,P387_CABLE_REEF_RELAY_YARD_POI_KIT,derived_from_unlock_and_poi_tags,,,,
P232_ACOUSTIC_FILTER_ORGAN_RELAY,derived_RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,biome.cable_reef;biome.brine_canyon,unlock.acoustic_filter_organ_relay,,P332_ACOUSTIC_FILTER_ORGAN_RELAY,derived_from_unlock_and_poi_tags,,,,
P233_SHELL_SEALANT_FRACTURE_GROWTH,derived_RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,biome.industrial_shelf;biome.abyssal_machine_field,unlock.shell_sealant_fracture_growth,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P234_SENSOR_TAGGED_FAUNA,derived_RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,biome.cable_reef;biome.abyssal_machine_field,unlock.sensor_tagged_fauna,P155_FIRST_ATLAS_REPAIR_TRACE,P334_SENSOR_TAGGED_FAUNA_FEEDBACK_LOOP,derived_from_unlock_and_poi_tags,,,,
P235_VENT_MICRONODE_NESTS,derived_RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,biome.thermal_vent;biome.atlas_basin,unlock.vent_micronode_nests,,P335_VENT_MICRONODE_POWER_NEST,derived_from_unlock_and_poi_tags,,,,
P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,derived_RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,biome.carrier_interface;biome.claim_admin,unlock.black_keel_tender_interior_limits,,P241_LIEN_SEVERITY_SEED_CLASS;P246_BLACK_KEEL_APPROACH_AUDIO_PACKET,derived_from_unlock_and_poi_tags,,,,
P237_DROP_CAPSULE_DAMAGE_PARTS,derived_RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,biome.crash_shelf;biome.p63_shallows,unlock.drop_capsule_damage_parts,P011_DOMAIN_MARKS_2190,,derived_from_unlock_and_poi_tags,,,,
P238_P63_FABRICATOR_AUTHORITY_LIMITS,derived_RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,biome.p63_shallows;biome.industrial_shelf,unlock.p63_fabricator_authority_limits,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P239_PRESSURE_SUIT_SERVICE_GRADES,derived_RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,biome.p63_shallows;biome.brine_canyon,unlock.pressure_suit_service_grades,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P240_SONAR_PINGER_ROUTE_BEACONS,derived_RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,biome.photic_shelf;biome.brine_canyon,unlock.sonar_pinger_route_beacons,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P241_LIEN_SEVERITY_SEED_CLASS,derived_RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,biome.claim_admin;biome.carrier_interface,unlock.lien_severity_seed_class,P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,,derived_from_unlock_and_poi_tags,,,,
P242_STORM_WINDOW_RISK_CARD,derived_RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,biome.aegir_orbital_pressure;biome.surface_storm,unlock.storm_window_risk_card,,P252_AEGIR_SYSTEM_PUBLIC_PRIMER_ARTICLE,derived_from_unlock_and_poi_tags,,,,
P243_SAMPLE_CUSTODY_GRADE_CARD,derived_RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,biome.resource_custody;biome.claim_admin,unlock.sample_custody_grade_card,,P393_HIGH_CUSTODY_SAMPLE_CONTRACT_SEED,derived_from_unlock_and_poi_tags,,,,
P244_EVIDENCE_ORDER_DEPTH_CARD,derived_RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,biome.dossier;biome.colony_ruins,unlock.evidence_order_depth_card,,P266_DOSSIER_START_SCREEN_COPY;P299_PAYLOAD_AUTHORITY_LAST_CHECK;P300_NO_CLEAN_ENDING_DOSSIER_NOTE;P305_ENDING_PAYOUT_ROW_CONTRACT;P306_PDA_CODEX_STATE_PROOF_CARD;P309_DOSSIER_ENDING_RECORD_PROOF_CARD,derived_from_unlock_and_poi_tags,,,,
P245_DEEP_REACH_CLAUSE_WEIGHT_CARD,derived_RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,biome.deep_reach_pressure;biome.claim_admin,unlock.deep_reach_clause_weight_card,P150_RECOVERY_COMPLIANCE_CHAIN,P249_SANITIZED_ACCIDENT_PACKET_BODY,derived_from_unlock_and_poi_tags,,,,
P246_BLACK_KEEL_APPROACH_AUDIO_PACKET,derived_RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,biome.carrier_interface;biome.claim_admin,unlock.black_keel_approach_audio_packet,P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,,derived_from_unlock_and_poi_tags,,,,
P247_DROP_CAPSULE_DIAGNOSTIC_READOUT,derived_RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,biome.first_hour_capsule;biome.surface_storm,unlock.drop_capsule_diagnostic_readout,P1265_HUSH_BELT_ORBITAL_SILENCE_CHART,,derived_from_unlock_and_poi_tags,,,,
P248_P63_PUMP_ROOM_FIRST_REPAIR_TASK,derived_RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,biome.shallow_annex_p63;biome.first_hour_tool_chain,unlock.p63_pump_room_first_repair_task,,P362_PRESSURE_SEAL_CLAMP_RING_ASSEMBLY,derived_from_unlock_and_poi_tags,,,,
P249_SANITIZED_ACCIDENT_PACKET_BODY,derived_RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,biome.deep_reach_pressure;biome.shallow_annex_p63,unlock.sanitized_accident_packet_body,P245_DEEP_REACH_CLAUSE_WEIGHT_CARD,,derived_from_unlock_and_poi_tags,,,,
P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,derived_RS050_FIRST_HOUR_MICRO_SCRIPT_SURFACES,biome.atlas_maintenance;biome.photic_shelf,unlock.first_atlas_repair_trace_scene,,P382_PHOTIC_SHELF_SURVIVAL_ACT;P254_ATLAS6_SPOILER_GATED_ARTICLE,derived_from_unlock_and_poi_tags,,,,
P251_HECTON8_PUBLIC_PRIMER_ARTICLE,derived_RS051_PUBLIC_SITE_PILLAR_ARTICLES,biome.publication;biome.hecton8_atlas,unlock.hecton8_public_primer_article,,P255_BLUE_DEBT_PUBLIC_RESOURCE_ARTICLE;P281_HECTON8_SITE_OPENING_HOOK;P285_BLUE_DEBT_SITE_RESOURCE_COPY;P311_SITE_HOME_PAGE_COMPOSITION_LOCK;P315_SOCIAL_DEV_NOTE_COPY_LOCK;P396_PUBLIC_STARTING_PREMISE_ARTICLE_MODULE;P397_PUBLIC_NO_FTL_ROUTE_ARTICLE_MODULE;P418_SITE_WIKI_COLONY_AND_WORKERS_CLUSTER;P420_SITE_WIKI_ENDINGS_SPOILER_CLUSTER,derived_from_unlock_and_poi_tags,,,,
P252_AEGIR_SYSTEM_PUBLIC_PRIMER_ARTICLE,derived_RS051_PUBLIC_SITE_PILLAR_ARTICLES,biome.publication;biome.aegir_orbital_pressure,unlock.aegir_system_public_primer_article,P242_STORM_WINDOW_RISK_CARD,,derived_from_unlock_and_poi_tags,,,,
P253_DEEP_REACH_PUBLIC_DOSSIER_ARTICLE,derived_RS051_PUBLIC_SITE_PILLAR_ARTICLES,biome.publication;biome.deep_reach_pressure,unlock.deep_reach_public_dossier_article,,P399_PUBLIC_DEEP_REACH_LIABILITY_ARTICLE_MODULE,derived_from_unlock_and_poi_tags,,,,
P254_ATLAS6_SPOILER_GATED_ARTICLE,derived_RS051_PUBLIC_SITE_PILLAR_ARTICLES,biome.publication;biome.atlas_maintenance,unlock.atlas6_spoiler_gated_article,P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,,derived_from_unlock_and_poi_tags,,,,
P255_BLUE_DEBT_PUBLIC_RESOURCE_ARTICLE,derived_RS051_PUBLIC_SITE_PILLAR_ARTICLES,biome.publication;biome.resource_custody,unlock.blue_debt_public_resource_article,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,derived_RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,biome.publication;biome.localization,unlock.proper_noun_translation_lock_table,,P257_UNIT_NUMBER_STYLE_CARD;P260_RTL_CJK_FONT_RISK_CARD;P276_RU_NATIVE_REVIEW_LOCK;P277_CJK_REVIEW_LOCK;P278_RTL_REVIEW_LOCK;P279_EUROPEAN_LANGUAGE_REVIEW_LOCK;P308_TERMINAL_SLOT_PROOF_CARD;P310_LOCALIZED_OVERFLOW_PROOF_CARD,derived_from_unlock_and_poi_tags,,,,
P257_UNIT_NUMBER_STYLE_CARD,derived_RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,biome.localization;biome.hard_scifi_ui,unlock.unit_number_style_card,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P259_AUDIO_BARK_FAMILY_RULES,derived_RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,biome.localization;biome.audio,unlock.audio_bark_family_rules,,P280_SUBTITLE_AUDIO_REVIEW_LOCK,derived_from_unlock_and_poi_tags,,,,
P260_RTL_CJK_FONT_RISK_CARD,derived_RS052_LOCALIZATION_GLOSSARY_AUDIO_STYLE,biome.localization;biome.ui,unlock.rtl_cjk_font_risk_card,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P261_RESOURCE_YIELD_AUTHORING_ROWS,derived_RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,biome.authoring;biome.resource,unlock.resource_yield_authoring_rows,,P262_INVENTORY_STACK_AUTHORING_ROWS;P263_ESCAPE_RECIPE_AUTHORING_ROWS;P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS;P265_ENDING_PAYOUT_AUTHORING_ROWS;P301_RESOURCE_YIELD_ROW_CONTRACT;P303_ESCAPE_RECIPE_COST_ROW_CONTRACT;P353_VENT_FORGE_FIELD_PROCESS_GUIDE,derived_from_unlock_and_poi_tags,,,,
P262_INVENTORY_STACK_AUTHORING_ROWS,derived_RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,biome.authoring;biome.inventory,unlock.inventory_stack_authoring_rows,P261_RESOURCE_YIELD_AUTHORING_ROWS,P302_STACK_LIMIT_ROW_CONTRACT,derived_from_unlock_and_poi_tags,,,,
P263_ESCAPE_RECIPE_AUTHORING_ROWS,derived_RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,biome.authoring;biome.escape,unlock.escape_recipe_authoring_rows,P261_RESOURCE_YIELD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,derived_RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,biome.authoring;biome.contract,unlock.contract_risk_reward_authoring_rows,P261_RESOURCE_YIELD_AUTHORING_ROWS,P267_CONTRACT_CARD_FIELD_LABELS;P271_MATERIAL_PAYOUT_RECORD;P304_CONTRACT_RISK_REWARD_ROW_CONTRACT;P321_BLACK_KEEL_CLAIM_POOL_CHARTER;P322_MASKED_DEEP_REACH_BENEFICIARY_CLAUSE;P325_PLAYER_LIEN_CONTRACT_START_CARD;P327_LEGAL_INSURANCE_AUTOMATED_PING;P328_RECOVERY_COMPLIANCE_COORDINATE_DEMAND;P342_BEAM_SAIL_AND_PELLET_LANE;P344_SYSTEM_CARRIER_TUG_STACK,derived_from_unlock_and_poi_tags,,,,
P265_ENDING_PAYOUT_AUTHORING_ROWS,derived_RS053_NUMERIC_AUTHORING_BRIDGE_SURFACES,biome.authoring;biome.ending,unlock.ending_payout_authoring_rows,P261_RESOURCE_YIELD_AUTHORING_ROWS,P272_PARTIAL_RETURN_RECORD;P273_PUBLIC_LEDGER_RECORD;P275_PRESERVE_QUARANTINE_RECORD;P337_PARTIAL_RETURN_LIEN_EXTENSION;P338_QUARANTINE_HOLD_INTERROGATION_RECORD;P340_PUBLIC_LEDGER_AFTERSHOCK_RECORD,derived_from_unlock_and_poi_tags,,,,
P266_DOSSIER_START_SCREEN_COPY,derived_RS054_DOSSIER_CONTRACT_UI_COPY_DECK,biome.ui;biome.dossier,unlock.dossier_start_screen_copy,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P267_CONTRACT_CARD_FIELD_LABELS,derived_RS054_DOSSIER_CONTRACT_UI_COPY_DECK,biome.ui;biome.contract,unlock.contract_card_field_labels,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P271_MATERIAL_PAYOUT_RECORD,derived_RS055_ENDING_PAYLOAD_RECORD_SURFACES,biome.ending;biome.contract,unlock.material_payout_record,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P272_PARTIAL_RETURN_RECORD,derived_RS055_ENDING_PAYLOAD_RECORD_SURFACES,biome.ending;biome.replay,unlock.partial_return_record,P265_ENDING_PAYOUT_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P273_PUBLIC_LEDGER_RECORD,derived_RS055_ENDING_PAYLOAD_RECORD_SURFACES,biome.ending;biome.truth,unlock.public_ledger_record,P265_ENDING_PAYOUT_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
