"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"IGP","https://www.letsplayindex.com/channels/15360-igp","United States","Raft; Satisfactory; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","6","65534","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Nyxson","https://www.letsplayindex.com/channels/108756-nyxson","United States","Forever Skies; Satisfactory; Space Engineers; Subnautica; The Forest; The Long Dark","direct_underwater_survival; engineering_base_systems; factory_engineering_systems; hardcore_survival; hostile_survival; vehicle_base_survival","review_channels","6","45600","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Forsen Plays","https://www.letsplayindex.com/channels/175944-forsen-plays","United Kingdom","Pacific Drive; Raft; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; hostile_survival; machine_survival_anomaly; ocean_survival_crafting","latest_letsplay; most_lp_views","6","44731","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"BringTheParty","https://www.letsplayindex.com/channels/192578-bringtheparty","United States","Raft; Satisfactory; The Long Dark","factory_engineering_systems; hardcore_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","6","31700","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Game Advisor","https://www.letsplayindex.com/channels/191829-game-advisor","United States","Barotrauma; Raft; Satisfactory; Sons of the Forest; Space Engineers; The Forest","abyss_pressure_horror; engineering_base_systems; factory_engineering_systems; hostile_survival; ocean_survival_crafting","review_channels","6","28700","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Timm Plays Games","https://www.letsplayindex.com/channels/239377-timm-plays-games","United States","Raft; Satisfactory; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views; review_channels","6","26000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Emmis Zockt","https://www.letsplayindex.com/channels/16596-emmis-zockt","Germany","Raft; Satisfactory; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","6","25010","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Luckless Lovelocks","https://www.letsplayindex.com/channels/14038-luckless-lovelocks","Canada","Forever Skies; Pacific Drive; Subnautica; Subnautica Below Zero","direct_underwater_survival; machine_survival_anomaly; vehicle_base_survival","latest_letsplay; most_lp_views","6","20700","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Game Grader","https://www.letsplayindex.com/channels/1822801-game-grader","United States","Raft; Satisfactory; Sons of the Forest; Subnautica; The Forest; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival; hostile_survival; ocean_survival_crafting","review_channels","6","13800","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Games Quality Zone","https://www.letsplayindex.com/channels/2167382-games-quality-zone","United States","Abiotic Factor; Forever Skies; Pacific Drive; Sons of the Forest","facility_survival_systems; hostile_survival; machine_survival_anomaly; vehicle_base_survival","latest_letsplay; most_lp_views","6","11801","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Boubers","https://www.letsplayindex.com/channels/182283-boubers","Germany","Forever Skies; Raft; Satisfactory; Space Engineers","engineering_base_systems; factory_engineering_systems; ocean_survival_crafting; vehicle_base_survival","latest_letsplay; most_lp_views","6","11500","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"KenneDeinePixel","https://www.letsplayindex.com/channels/14107-kennedeinepixel","Germany","Abiotic Factor; Forever Skies; Satisfactory; Subnautica; Subnautica Below Zero","direct_underwater_survival; facility_survival_systems; factory_engineering_systems; vehicle_base_survival","latest_letsplay; most_lp_views","6","10000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"LPRosti","https://www.letsplayindex.com/channels/628891-lprosti","Germany","Satisfactory; Sons of the Forest; Space Engineers; The Forest","engineering_base_systems; factory_engineering_systems; hostile_survival","latest_letsplay; most_lp_views","6","4014","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"D4RE","https://www.letsplayindex.com/channels/142146-d4re","United States","Raft; Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","6","3321","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"IGN","https://www.letsplayindex.com/channels/15928-ign","United States","Pacific Drive; Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; machine_survival_anomaly","review_channels","5","19800000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Stumpt","https://www.letsplayindex.com/channels/18682-stumpt","United States","Abiotic Factor; Pacific Drive; Sons of the Forest","facility_survival_systems; hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","5","535000","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dhalucard","https://www.letsplayindex.com/channels/15206-dhalucard","Germany","Barotrauma; Sons of the Forest; Subnautica; The Forest","abyss_pressure_horror; direct_underwater_survival; hostile_survival","latest_letsplay; most_lp_views","5","476000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"TobinatorLetsPlay","https://www.letsplayindex.com/channels/13956-tobinatorletsplay","Germany","Raft; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","5","452000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
