Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
IC 1946/ESO 155-39/DRCG 45-71,SBa,3.4894,-52.6194,155659798,-20.66,20376.502,0.616718,0.54432,0.4033,-0.400903
IC 1948/ESO 200-32/FAIR 748/AM 329-480,Sc,3.51360002,-47.9644005,186748831,-20.86,21728.5996,0.243788,0.916135,0.14279,-0.284387
IC 1951/ESO 155-43/DRCG 45-1,Sc,3.5156,-53.1261,250306594,-19.89,18202.7227,0.597307,0.588654,0.416681,-0.350838
IC 1955/ESO 155-45,Sc,3.52330002,-57.2418997,165716207,-20.3,16872.0879,-0.186564,-0.914448,-0.201186,0.297495
IC 1957/ESO 155-48/FGCE 332/DRCG 45-124,Sc,3.53689998,-52.4568992,169732641,-19.65,22219.1563,0.551644,0.665305,0.478719,-0.154551
IC 1964/ESO 155-52,S0,3.55829987,-53.172801,230316415,-20.21,16749.4473,0.618417,0.420113,0.364068,-0.555446
IC 1965/ESO 155-51,SBc,3.55280001,-56.5539006,228476819,-21.19,33235.2227,0.532939,0.238555,0.337445,-0.738376
IC 1971/ESO 156-1/FAIR 388,S0,3.59919994,-52.6500013,161239882,-20.14,16418.3223,0.714533,-0.329366,0.133607,-0.602586
IC 1987-1/ESO 156-4,E0,3.66969996,-55.0591995,188220501,-20.47,13689.6006,0.0888304,0.88236,-0.0463346,-0.459786
IC 1987-2,E0,3.66920003,-55.0546996,188220505,-19.87,8213.75977,0.0889182,0.882372,-0.046294,-0.45975
IC 1987-3,E0,3.66999999,-55.0561002,188220510,-19.87,8213.75977,0.0888494,0.882358,-0.0463537,-0.459785
IC 1987-4,E0,3.67000001,-55.0532995,188220498,-19.57,5475.83984,0.0888653,0.882356,-0.0463697,-0.459784
IC 1996/ESO 156-10,S0,3.75190012,-57.3243991,235528572,-20.46,27403.7285,0.794576,0.226997,0.304836,-0.473494
IC 1999/ESO 156-14/AM 346-570,S0,3.79529993,-56.951901,230316413,-21.31,20097.498,-0.204167,-0.902112,-0.210115,0.3168
IC 2025/ESO 156-28,Sb,4.00609992,-53.0649993,176999012,-20.14,28317.3906,0.869547,0.0656366,0.205783,-0.444109
IC 2033/ESO 156-43,SBa,4.12060002,-53.6811002,191715728,-21.41,33449.8398,0.746742,-0.000193793,0.23361,-0.622738
IC 2043/ESO 157-4/IRAS 4098-5348,Sb,4.18580003,-53.6864005,160320086,-20.62,32652.6855,0.486023,0.726001,0.46946,-0.127714
IC 2050/ESO 157-11/FAIR 405,SBb,4.23219997,-53.4758001,168567575,-21.43,26971.4258,0.38243,0.77067,0.272388,-0.430836
IC 2052/ESO 157-13,Sc,4.24940002,-54.336401,154740006,-20.55,20256.9297,0.73119,-0.315855,0.0954482,-0.597065
IC 2054/ESO 15-7,S0,4.12390006,-78.2536001,124172189,-19.07,9029.31055,-0.0887515,-0.853999,-0.333866,0.389029
IC 2066/ESO 157-25/FAIR 770,SBc,4.39219993,-54.7333004,152777777,-20.62,17773.4863,0.626201,-0.0489148,0.253266,-0.735756
IC 2081/ESO 157-34/DRCG 47-81,S0,4.48330007,-53.6136002,173810401,-21.7,30337.8711,0.64756,0.260798,0.27571,-0.660783
IC 2082/ESO 157-35/AM 427-535/DRCG 47-45,S0,4.48529997,-53.8277997,160810641,-21.83,30402.2559,0.704077,-0.111208,0.204009,-0.671036
IC 2083/ESO 157-37/FAIR 774/DRCG 47-16,SBa,4.51219997,-53.9808006,176907043,-21.34,28305.127,0.737185,-0.0422448,0.201546,-0.643548
IC 2086/ESO 157-40/DRCG 47-75,E0,4.52560004,-53.6475009,171756200,-20.47,9992.02832,0.0932987,0.824343,-0.0627785,-0.554809
IC 2164/ESO 34-5/FAIR 248/AM 608-752,Sb,6.1144,-75.3650003,148148153,-21.25,23703.0898,0.484222,-0.261982,0.0904264,-0.82989
IC 4662A/ESO 102-16/IRAS 17465-6456,SBc,17.86,-64.9594004,204623496,-22.05,41666.668,0.262207,-0.632047,-0.52805,-0.502919
IC 4744/ESO 103-50/AM 1837-631/IRAS 18371-6316,Irr,18.6986,-63.2232993,156027713,-20.67,13616.0166,0.0910368,-0.691454,-0.70593,-0.123561
IC 4746/ESO 45-14,Irr,18.7653,-72.6710995,168506256,-20.13,12254.7217,0.0567847,-0.767145,0.0147203,-0.638786
IC 4823-1/ESO 104-45/AM 1907-640,S0,19.2044001,-63.9758001,150968847,-21.19,24150.7227,0.177469,-0.715607,-0.398221,-0.54574
IC 4823-2/ESO 104-45A,S0,19.2038999,-63.9836006,150968855,-20.39,10979.2744,0.168712,-0.672916,-0.2684,-0.668343
IC 4886/ESO 232-18/AM 1939-515/AM 1941-515,Sb,19.7206001,-51.8072015,175649991,-22.02,35779.9844,-0.0874759,-0.59617,-0.789102,0.119361
IC 4893/ESO 46-4,E0,19.8422,-72.5100005,184755950,-20.13,13435.124,0.0444103,-0.854363,0.0268826,-0.517078
IC 4897/ESO 233-1,SBb,19.8219,-51.8677988,175772623,-20.62,20450.0859,-0.0786688,-0.619099,-0.745386,0.234368
IC 4900-2/ESO 233-2A,S0,19.8397001,-51.3408005,163692666,-19.07,7140.66699,-0.028813,-0.699998,-0.71321,0.0224705
IC 4905/ESO 142-55,S0,19.935,-61.2208007,216304883,-20.77,44058.1328,-0.224679,-0.495173,-0.824093,0.158724
IC 4907/ESO 185-28,S0,19.9369,-52.4535993,203489080,-20.44,14796.4189,0.0529828,-0.712163,-0.316993,-0.624126
IC 4915/ESO 185-38/FAIR 876/AM 1954-524,S0,19.9753001,-52.6425018,208885215,-21.8,30377.7285,-0.0475975,-0.691154,-0.704749,0.152869
IC 4917-1/ESO 233-15,S0,19.9817,-52.2731005,200668387,-21.21,23350.502,0.0181402,-0.751899,-0.268933,-0.601659
IC 4917-2/AM 1955-522,S0,19.9800001,-52.2764009,200668386,-20.51,14594.0645,-0.188197,-0.503788,-0.801921,0.260196
IC 4925/ESO 185-46/FAIR 525,S0,20.0192,-52.866699,167310523,-19.72,21900.2949,-0.380362,-0.296217,-0.72511,0.491727
IC 4928/ESO 46-6/IRAS 20034-7727,S0,20.1697001,-77.3091991,177366928,-19.74,18058.6211,0.257015,-0.638145,-0.603622,-0.402932
IC 4932/ESO 185-49/FAIR 881,Sa,20.0375,-52.846698,191071864,-20.91,22234.4863,0.100668,-0.658698,-0.429848,-0.609273
IC 4947/ESO 185-69/AM 2011-620,E0,20.1252999,-53.1427992,190336031,-21.3,22148.6387,0.0873603,-0.926188,-0.33593,0.147291
IC 4965/ESO 186-11/AM 2008-565,S0,20.2075,-56.8260987,223847189,-22.15,32560.707,0.063588,0.869884,0.0606484,0.485366
IC 4973/ESO 143-15,S0,20.2428,-58.3716994,155629137,-20.16,15844.9844,-0.062487,-0.709244,-0.663894,0.228721
IC 4974-1/ESO 143-16/FAIR 68,S0,20.2572001,-61.8571995,149159922,-20.67,10847.4365,-0.0250931,-0.875985,-0.0400893,-0.480014
IC 4974-2/FAIR 69,S0,20.2574999,-61.8628001,149159926,-20.37,10847.4365,-0.0291465,-0.748131,-0.597971,0.286148
IC 4976/ESO 143-17/FAIR 70,Sa,20.2614,-61.8749991,149159920,-20.27,19524.1602,0.0025699,-0.691523,-0.704388,-0.160084
IC 4984/ESO 186-23,Sb,20.2714001,-52.7033003,209099835,-21.2,27370.002,-0.144256,-0.586049,-0.757667,0.24835
IC 4987/ESO 233-52/FAIR 891/AM 2013-522,SBc,20.2886001,-52.2794003,169058129,-20.94,24586.0918,-0.00710748,-0.811648,-0.559055,-0.169218
IC 4990/ESO 106-3/AM 2016-670,SBc,20.3569,-66.8905998,176171206,-20.53,20499.1406,0.159623,-0.709265,-0.537511,-0.427254
IC 4993/ESO 106-4,Irr,20.3656001,-66.9853007,152409863,-20.21,11083.5176,0.0143035,-0.883919,-0.0196921,-0.467007
IC 5010/ESO 106-6,Sb,20.5072,-66.097501,144346334,-19.9,14695.2412,0.229633,-0.63198,-0.474218,-0.56832
IC 5016/ESO 47-3,SBa,20.5936,-72.9114009,207106948,-20.78,18070.8848,0.0605128,-0.896616,0.00168697,-0.438652
IC 5027/ESO 186-74/FAIR 554,S0,20.6856,-55.4724999,150386312,-20.59,10936.3506,0.0780269,0.897449,0.0613985,0.429799
IC 5031/ESO 74-8A/AM 2040-674,S0,20.7555999,-67.5392,140299237,-22.24,14284.4004,0.104695,-0.772419,-0.537849,-0.321132
IC 5032/ESO 74-8/IRAS 20407-6743,S0,20.7561,-67.5513995,140207257,-22.23,14272.1367,-0.267921,-0.47288,-0.588626,0.598433
IC 5034/ESO 187-10,Sc,20.7280999,-57.0299999,147013735,-21.14,32070.1504,0.0729584,-0.682815,-0.577539,-0.441463
IC 5043/ESO 187-14,S0,20.7772001,-56.9835994,187423343,-19.96,16357.0029,0.0713536,-0.697665,-0.555664,-0.446553
IC 5044/ESO 74-10/AM 2045-720,E0,20.8447,-71.8989001,133860684,-20.13,11681.3838,0.130802,-0.912322,-0.216454,0.322035
IC 5048/ESO 74-12,SBc,20.8611,-71.8006,182609762,-20.51,15933.8975,0.15924,-0.822139,-0.257051,-0.482343
IC 5051/ESO 74-14/IRAS 20473-7158,Sc,20.8727999,-71.7889,180586216,-20.68,15759.1367,0.0801551,-0.836174,-0.514736,-0.17157
IC 5073/ESO 47-21/FAIR 579/AM 2059-730,SBc,21.0553001,-72.6877998,160473389,-21.13,28007.7266,0.12746,-0.882738,-0.329055,-0.310243
IC 5085/ESO 47-25,S0,21.2242,-74.1031001,155629140,-20.66,13582.291,0.0702341,-0.929249,0.000347229,-0.362717
IC 5093/ESO 75-1,S0,21.3128,-70.6222012,184602653,-20.33,18794.457,-0.28971,-0.570658,-0.651869,0.406798
IC 5094/ESO 107-18,SBc,21.2969001,-66.427801,137079964,-21.18,19935.002,-0.277001,-0.474977,-0.590341,0.590901
IC 5095/ESO 145-2,Sc,21.2893999,-59.9474987,168107671,-20.73,22007.6035,-0.123031,-0.687919,-0.714737,-0.0279571
IC 5099/ESO 75-3/IRAS 21172-7111,S0,21.3636,-70.9828002,174546242,-20.81,17773.4863,0.166321,-0.770069,-0.454053,-0.416133
IC 5108/ESO 48-25,SBc,21.5475,-72.6592006,152011287,-20.81,26529.9238,-0.247434,-0.630042,-0.695712,0.240435
IC 5123/ESO 48-6/IRAS 21402-7239,SBc,21.7469,-72.4206004,127544763,-21.03,27826.834,0.124719,-0.71286,-0.610105,-0.322564
IC 5129/ESO 108-3/FAIR 980,Sc,21.7961,-65.3874994,234700764,-21.55,23896.248,0.0681902,-0.88041,-0.263981,-0.387999
IC 5202/ESO 108-27,SBc,22.3819,-65.8024997,146369878,-21.13,27673.5352,-0.379928,-0.480312,-0.621498,0.488565
IC 5221/ESO 109-5,E0,22.4825,-65.9042007,160933289,-20.13,11702.8447,0.00560954,0.980329,0.00112349,0.197286
IC 5230/ESO 147-2/IRAS 22323-6148,S0,22.5944,-61.547201,168935495,-21.04,27026.6133,-0.125224,-0.721091,-0.668208,-0.133586
IC 5257/ESO 76-29/FAIR 199/IRAS 22489-6741,Sc,22.8711,-67.4192004,160350754,-20.83,16326.3428,0.0233654,-0.836723,-0.496772,-0.229274
IC 5339/ESO 77-26,S0,23.6347,-68.441701,167095909,-21.51,24304.0234,-0.183073,-0.562908,-0.447431,0.670391
IC 2570/ESO 375-11,SBc,10.3594,-33.6233003,233505029,-20.84,27170.7129,0.696774,-0.622783,-0.336993,-0.114381
IC 2575/ESO 436-17,S0,10.4233001,-32.6360994,233505035,-20.94,23773.6074,0.751144,-0.389823,-0.326765,-0.420768
NGC 6902A-1/ESO 285-4/MCG -7-41-32/AM 2019-442,Irr,20.3832999,-44.2705998,225288203,-22.36,42586.4609,-0.0527094,-0.768093,-0.582289,-0.261141
NGC 6902A-2/ESO 285-4A,S0,20.3828,-44.2727997,225288200,-20.96,19659.0625,-0.0427308,-0.744398,-0.318047,-0.585569
IC 4918/ESO 233-16,S0,19.9869,-52.2749998,341550157,-21.57,24843.6348,-0.0909391,-0.627742,-0.750096,0.18715
NGC 2387/ZWG 177.23,S0,7.48249998,36.8796989,269438309,-21.85,23513,0.745659,0.436587,-0.423446,-0.272173
NGC 2686-2/NGC 2686B/MCG 8-16-37,E0,8.91669999,49.1421998,292831740,-20.13,12775.9385,0.616883,0.150491,-0.604408,-0.481144
IC 2197-2,E0,7.57190001,31.3383015,267046851,-20.13,7769.19287,0.413044,0.359708,-0.630972,-0.549435
IC 2221,E0,8.08560004,37.4505993,359332839,-21.58,10454.9912,0.386372,0.301842,-0.686851,-0.536511
IC 2234/NPM1G +35.131,E0,8.23079997,35.4932991,220321321,-20.22,9611.84668,0.3682,0.29785,-0.684737,-0.55394
IC 2402/MCG 5-21-10/ZWG 150.33/NPM1G +31.140,Sa,8.79970003,31.7860994,270726014,-21.56,19686.6563,0.314839,0.288646,-0.687839,-0.586889
IC 2657,E0,11.2522,13.6946994,663478062,-22.91,28945.916,0.0630148,0.0747561,-0.641377,-0.76097
NGC 1327/ESO 481-26/MCG -4-9-8/IRAS 3232-2551,SBb,3.42309996,-25.6794003,173350504,-20.59,25214.6191,0.787075,-0.411859,0.229168,-0.397954
NGC 1450-1,S0,3.76,-9.23470049,149987732,-20.78,17451.5566,0.691584,0.658186,0.164675,-0.247759
NGC 1450-2,E0,3.75999997,-9.23279965,149987741,-19.88,4362.88916,0.422742,0.773325,-0.226647,-0.414595
NGC 1489/ESO 549-42/MCG -3-11-3,SBb,3.96059999,-19.2171996,155046602,-21.35,31579.5938,0.555502,0.805052,0.203481,-0.0436391
NGC 1597/MCG -2-12-32/NPM1G -11.163/IRAS 4287-1124,S0,4.52030005,-11.2900001,135853571,-20.67,17782.6836,0.824709,0.225281,0.276023,-0.43922
NGC 1623/DRCG 10-7,SBa,4.59220001,-13.5564002,137478537,-19.19,15995.2168,0.586379,0.783017,0.0670997,-0.19632
NGC 1650/MCG -3-13-1,E0,4.75310003,-15.8699992,147442978,-22.14,49331.6172,-0.467053,0.318498,-0.587205,0.579319
NGC 1692/ESO 552-21/MCG -3-13-29/NPM1G -20.184,S0,4.92310005,-20.5710992,141556294,-21.75,26766.0039,0.423152,0.793762,-0.0848764,-0.42858
NGC 1875/MCG 1-14-31/ZWG 421.39/Arp 327,S0,5.3625,6.68889986,122945794,-20.75,14305.8623,0.642797,0.658041,-0.173711,-0.351595
NGC 1989/ESO 423-21/MCG -5-14-4/AM 532-304,S0,5.57310002,-30.8005994,147872212,-21.75,30107.9219,0.768528,0.0549066,0.190875,-0.608207
NGC 1992/ESO 423-23/MCG -5-14-7/AM 532-305,Sa,5.57530001,-30.8969007,145051507,-21.11,23206.4023,0.675185,0.558565,0.126224,-0.464972
NGC 2484/UGC 4125/MCG 6-18-4/ZWG 178.11,S0,7.97440008,37.7866998,179635759,-21.97,23516.0664,0.980308,-0.141872,0.125365,-0.0561453
NGC 2647/ZWG 89.68/NPM1G +19.188,E0,8.71190009,19.6511,222712773,-21.64,25913.6621,0.41205,0.244304,-0.553465,-0.681327
NGC 2734/NPM1G +17.238,E0,9.05030003,16.8642001,212135142,-20.13,18512.3867,0.748709,-0.0515834,-0.229409,-0.619795
NGC 2744A/VV 612,Irr,9.0771999,18.4561004,212135144,-20.13,6171.81738,0.262089,0.297278,-0.622628,-0.674737
IC 303/NPM1G -11.122,E0,3.21110002,-11.6893999,184755951,-20.13,10749.3252,0.488212,0.716005,0.00167436,-0.498982
IC 325/NPM1G -7.125,Sb,3.51330001,-7.0464003,158449841,-19.5,18435.7363,0.451585,0.786962,-0.20613,-0.366432
IC 369/MCG -2-12-10/NPM1G -11.158,S0,4.39110007,-11.7894001,134657838,-20.25,9792.74023,0.394891,0.756035,-0.236126,-0.465527
IC 375,Sb,4.51750007,-12.9735997,142721367,-20.97,18684.082,0.728357,0.603444,0.143613,-0.29108
IC 380/MCG -2-12-34/DRCG 10-75,SBc,4.5281,-12.9271996,140207264,-20.33,14275.2021,0.863799,0.328428,0.232541,-0.303168
IC 383,E0,4.64939992,9.89250008,153666909,-20.13,8940.39746,0.507687,0.644494,-0.353755,-0.449154
IC 388-1/NPM1G -7.167,E0,4.69779996,-7.3042003,184755943,-20.13,8060.46094,0.403812,0.710011,-0.285176,-0.501493
IC 388-2/NPM1G -7.168,E0,4.69830005,-7.30579954,168506260,-20.13,9801.9375,0.403756,0.709998,-0.28523,-0.501526
IC 393/MCG -3-13-12/NPM1G -15.241,E0,4.79749997,-15.5253001,159246990,-21.01,16215.9678,0.348582,0.730246,-0.253112,-0.530251
IC 408/IC 2121/ESO 486-53/AM 517-250,S0,5.32889997,-25.0643998,141586949,-21.95,39121.9023,0.812977,-0.379887,0.177267,-0.404143
IC 477/MCG 4-19-6/ZWG 118.16/NPM1G +23.145,S0,7.86829998,23.4835995,184204079,-20.93,24113.9316,0.372288,0.384668,-0.601301,-0.593186
IC 490/ZWG 118.55,S0,8.05560012,25.8111005,240710077,-21.31,17503.6797,0.935226,0.138907,-0.215108,-0.244513
IC 495/ZWG 59.47/NPM1G +9.139,E0,8.13860009,9.01440005,213514838,-21.55,12420.2842,0.296682,0.382606,-0.536138,-0.691483
IC 519/ZWG 32.51/NPM1G +2.193,E0,8.67610008,2.61189998,200668384,-21.51,11675.251,0.239269,0.347003,-0.514769,-0.74656
IC 1930,E0,3.47939999,4.38389989,168506256,-20.13,9801.9375,0.521163,0.731397,-0.255246,-0.358185
IC 1998/ZWG 391.39/NPM1G +1.131,E0,3.85859998,1.19030001,153605590,-20.53,20109.7617,0.487783,0.726565,-0.269733,-0.401765
IC 2064/NPM1G -15.228,E0,4.39060002,-15.6852996,153666919,-20.13,8940.39746,0.360512,0.757998,-0.233493,-0.490868
IC 2112/ZWG 420.27,S0,5.00830002,4.38639986,145909988,-20.82,10611.3564,0.74583,0.664957,0.023363,-0.0320095
IC 2151/ESO 555-8/MCG -3-15-24/IRAS 5504-1747,SBc,5.87670001,-17.7874997,180586215,-22.08,39397.8398,0.898643,0.113916,0.109843,-0.409145
IC 2192,E0,7.55529999,31.5533011,168506254,-20.13,7352.21973,0.415087,0.360101,-0.631085,-0.547506
IC 2218-2/NPM1G +24.137,S0,8.02669991,24.4393992,206064508,-19.07,5993.99072,0.939975,0.209595,-0.261959,-0.0624122
IC 2226/UGC 4220/MCG 2-21-16/ZWG 59.44,Sb,8.10309998,12.5442003,151244786,-21.7,19800.0977,0.94439,-0.30187,0.0405163,-0.123934
IC 2307/ZWG 89.4,S0,8.34500002,19.4408007,175374042,-20.92,15302.3057,0.919095,-0.369813,-0.0473993,0.127497
IC 2312-2,E0,8.34810002,18.5121999,267046843,-20.13,3884.59644,0.310997,0.338948,-0.600282,-0.65426
IC 2335,E0,8.38530012,19.4075004,184755945,-20.13,8060.46094,0.839802,-0.325633,0.363198,-0.238291
IC 2374/ZWG 149.27,SBb,8.47279996,30.4431012,180616872,-20.78,15762.2021,0.404947,0.552189,-0.591024,-0.426376
IC 2376/MCG 5-20-16/ZWG 149.29,S0,8.47390004,30.4074991,179482465,-20.97,18273.2402,0.857849,0.323991,-0.378841,-0.124914
IC 2378/MCG 5-20-18/ZWG 149.31,S0,8.47529989,30.4310995,205481973,-21.26,23908.5117,0.340528,0.31721,-0.66677,-0.582096
IC 2380/MCG 5-20-19/ZWG 149.32/NPM1G +30.131,Sa,8.47859986,30.405,213760122,-21.15,15544.5176,0.340226,0.317029,-0.666742,-0.582404
IC 2383/ZWG 149.38,E0,8.49469992,30.6881,193953888,-20.74,8462.10449,0.332371,0.292797,-0.672762,-0.592613
IC 2418,E0,8.85690013,17.9447005,193463326,-20.13,5629.13916,0.268899,0.296024,-0.6163,-0.678409
IC 2431/UGC 4756/MCG 3-23-30/MK 1224,Sc,9.07610013,14.5953002,208088052,-21.99,15130.6104,0.728733,0.284315,-0.421756,-0.458513
NGC 2934/NPM1G +17.268,E0,9.63190006,17.0549992,267046848,-20.13,7769.19287,0.203329,0.227377,-0.634895,-0.709835
IC 535/ZWG 6.34/NPM1G -.239,E0,9.37110006,-1.04000003,222712777,-21.54,12956.8311,0.18258,0.283752,-0.509386,-0.791628
NGC 1759/ESO 305-1/MCG -6-12-2/AM 459-384,E0,5.01359999,-38.6735998,219524158,-22.61,38324.75,0.190889,0.768939,-0.14704,-0.592176
IC 1917/ESO 155-?23,E0,3.36999993,-53.1856004,312423341,-21.47,13628.2803,0.105284,0.898117,-0.0497435,-0.42406
IC 1969/ESO 249-5/AM 334-452,Sb,3.60360002,-45.1791991,271369873,-21.57,51324.5039,0.643825,0.608947,0.44462,-0.130334
IC 1974/ESO 200-50,S0,3.61169996,-49.5503001,249478790,-21.08,29028.6973,0.770566,-0.234571,0.172701,-0.566902
IC 2012/ESO 117-13,S0,3.88190004,-58.6492004,280567816,-20.94,24484.916,-0.270537,-0.861757,-0.319181,0.286893
IC 1614/NPM1G +32.38,E0,1.08500003,33.190299,328673045,-19.98,14336.5225,0.756959,0.637942,-0.108252,-0.0912425
IC 5195/ZWG 514.3/4ZW90,E0,22.2614001,37.3027993,202599954,-20.13,8839.21973,0.766995,0.600662,0.177654,0.13915
NGC 5896/MCG 7-31-44/NPM1G +42.408,S0,15.2306,42.0250008,265053959,-21.12,11564.876,0.258808,0.125311,-0.920068,-0.266065
NGC 5914B-1/MCG 7-31-56,S0,15.3125001,41.8906003,304390485,-20.62,13281.8252,0.637699,0.00722673,-0.715202,0.285961
NGC 5914B-2,Sb,15.3128001,41.8867004,304390485,-20.92,30997.0566,-0.198618,0.229624,-0.682739,-0.664599
IC 1166-1/MK 867/ZWG 137.18/KUG 1600+264,S0,16.0356001,26.3249994,293720874,-21.84,17089.7715,0.463384,-0.0280579,-0.816065,0.344276
IC 1166-2,S0,16.0358,26.3291992,293720872,-21.84,25631.5918,-0.357407,-0.325975,-0.630262,-0.607264
IC 4539/MCG 6-34-3,SBa,15.3086001,32.3927997,247884473,-20.67,14422.3691,-0.311926,-0.249908,-0.692949,-0.600059
IC 4548/NPM1G +29.345,E0,15.4564001,28.8502996,261466762,-20.49,11408.5107,-0.32335,-0.294179,-0.665249,-0.605267
IC 4560/NPM1G +39.382,S0,15.5983001,39.8147001,263061073,-20.4,15302.3057,0.344744,0.16179,-0.92361,-0.0438293
NGC 2429B/MCG 9-13-40/VV 284/KCPG 138A,S0,7.73079998,52.3480993,206064505,-19.07,8992.51855,0.765066,0.471352,-0.397618,0.185477
NGC 2600/UGC 4475/MCG 9-14-68/ZWG 263.55,Sb,8.57889995,52.7152994,182609764,-21.31,31855.5313,0.805593,0.366677,-0.414557,0.21145
NGC 2602/MCG 9-14-69/ZWG 263-56/ARAK 169,S0,8.58439993,52.8313985,180984791,-20.89,7897.96436,0.602172,0.503869,-0.604725,-0.133465
NGC 2603,E0,8.57529989,52.8402995,231113564,-20.32,10084.0078,0.374233,0.218708,-0.77808,-0.454652
NGC 2605,S0,8.58140003,52.8043993,178991910,-19.86,10412.0674,0.538386,0.496624,-0.648912,-0.205958
NGC 2606/MCG 9-14-72/ZWG 263.59,Sc,8.59280002,52.7886009,180187638,-21.18,18346.8242,0.667154,0.524809,-0.527244,0.0386558
NGC 2656/MCG 9-15-25/ZWG 264.15/VV 703,S0,8.79809994,53.8761011,187086095,-21.46,27210.5723,0.355734,0.225836,-0.79137,-0.442927
NGC 2686-1/NGC 2686A/MCG 8-16-36/VV 765,E0,8.91610001,49.1424994,184755946,-20.13,13435.124,0.709021,0.122989,-0.517479,-0.463009
NGC 2687-1/NGC 2687A/MCG 8-16-38,S0,8.91809998,49.1561,247761831,-19.07,7208.11865,0.627987,0.528262,-0.567316,-0.0687383
NGC 2688/MCG 8-16-40/NPM1G +49.113,S0,8.91970001,49.1224991,211092718,-19.82,9210.20313,0.915177,0.192366,-0.352194,0.03749
NGC 2689,S0,8.92359999,49.1152999,187944567,-19.07,8201.49609,0.931574,0.159669,-0.321439,0.0579026
NGC 2810B,S0,9.36609998,71.8666995,163692659,-19.07,4761.4668,0.736904,0.3793,-0.507171,0.236394
NGC 3212/UGC 5643/MCG 13-8-21/ZWG 350.54,SBb,10.4711,79.8238997,133799362,-21.13,29194.2598,0.748743,0.326118,-0.555041,0.157986
NGC 3215/UGC 5659/MCG 13-8-22/ZWG 351.24,Sc,10.4778,79.8125001,129690951,-21.56,20747.4863,0.560556,0.290701,-0.769648,-0.0943964
NGC 3219/MCG 7-21-51/ZWG 211.49/NPM1G +38.194,S0,10.3769,38.5797019,208885206,-22.4,24304.0234,0.673023,0.33897,-0.622049,-0.212589
NGC 3298/MCG 8-19-43/ZWG 241.1/ZWG 240.65,S0,10.62,50.1203002,183008335,-21.31,23954.5,0.92553,0.00375311,-0.329439,0.186683
NGC 3671/ZWG 291.68/NPM1G +60.100,E0,11.4311,60.4799995,242702965,-21.13,17650.8457,0.153116,0.0284475,-0.882735,-0.443311
NGC 3889/MCG 9-19-191/DRCG 24-45,S0,11.7967,56.0185999,221517050,-20.93,22553.3477,0.804226,0.149322,-0.537448,0.20512
NGC 3978/UGC 6910/MCG 10-17-105/ZWG 292.47,SBc,11.9361,60.5227992,138306356,-22.5,34185.6758,0.245467,0.256402,-0.863806,-0.357551
NGC 4001/MCG 8-22-47/ZWG 243.33/NPM1G +47.214,E4,11.9683,47.3352999,190642633,-20.5,19410.7188,0.974358,-0.164573,-0.12708,-0.0859812
NGC 4054-2,E0,12.0536,57.8914005,168506258,-20.13,19606.9414,0.946394,-0.0728869,-0.280054,-0.143511
NGC 4187C/MCG 9-20-118,E0,12.2239,50.7103007,222130247,-20.13,16154.6484,0.975446,-0.138585,-0.154877,-0.0728844
NGC 4199-2,E0,12.2475,59.9083005,168506251,-20.13,7352.21973,-0.0288874,-0.0146284,-0.892388,-0.450106
NGC 4542/NGC 4537/UGC 7746/MCG 9-21-21,S0,12.5803,50.8055998,161270543,-20.74,23457.8125,0.214636,0.464045,-0.784875,-0.350092
NGC 4547/MCG 10-18-69/ZWG 293.30/NPM1G +59.111,S0,12.5808,58.9172016,173749085,-20.7,12634.9033,0.657195,0.181191,-0.728142,-0.0712284
NGC 4549/MCG 10-18-72,S0,12.5892,58.9493994,183008334,-20.31,10648.1484,0.613562,0.310519,-0.719808,0.0948503
NGC 4652/MCG 10-18-78/ZWG 293.35,Sb,12.7219,58.9652994,174546231,-20.61,25389.3789,0.21229,0.637544,-0.723962,-0.156043
NGC 4801/MCG 9-21-60/ZWG 270.30/NPM1G +53.141,S0,12.9103,53.0905989,217899187,-21.49,28525.877,0.817373,0.0432105,-0.561107,0.12326
NGC 4972/NGC 4954/UGC 8157/MCG 13-9-44,S0,13.0386,75.4047001,125551874,-21.29,14609.3945,0.333847,0.354043,-0.865533,-0.118547
NGC 5144B,E0,13.3814,70.5099995,168506253,-20.13,4902.50195,-0.167355,-0.0658062,-0.915471,-0.359966
NGC 5314/MCG 12-13-9/ZWG 336.17,S0,13.7697,70.3396999,131745158,-20.9,19159.3086,0.408189,0.420282,-0.809432,0.0395495
NGC 5340/MCG 12-13-13/ZWG 336.22/NPM1G +72.115,S0,13.8164,72.6544001,146369878,-20.33,17028.4531,0.391797,0.382115,-0.83668,-0.0212221
NGC 5413/UGC 8901/MCG 11-17-12/ZWG 317.12,E0,13.9647001,64.9114006,132756929,-20.81,21238.043,0.155838,-0.101923,-0.911892,-0.365758
NGC 5540/MCG 10-20-90/ZWG 295.41,S0,14.2483001,60.010801,148792007,-20.96,17310.5215,0.0495566,0.252103,-0.889867,-0.376994
NGC 5547/UGC 9095/ZWG 353.31/NPM1G +78.73,S0,14.1624999,78.6016993,158449836,-21.2,13827.5693,0.208406,0.404913,-0.88312,-0.112742
NGC 5561/ZWG 295.44,E0,14.2894001,58.7502995,161331860,-20.54,11733.5049,-0.262236,-0.135585,-0.848656,-0.438898
