# HECTON-8 SURVIVAL DATABASE FINAL
Date: 2026-04-23
Status: PENDING VERIFICATION

Mandates followed:
- DATA_Inventory_Resources_Items_SOA_Layout.txt
- CORE_Abyss_Survival_Systems_O2_Pressure_Logic.txt
- LOGI_Energy_Networks_Power_Grid_Graph_Flow.txt
- UI_Data_Streaming_ZeroGC_Optimization.txt
- UI_Localization_Babel_RTL_FontSwap_ZeroAlloc.txt

Project truths absorbed into this spec:
- Current item authoring owner is `ItemData` with `ItemCategory`, `ResourceFamily`, and `ProgressionTier Tier0..Tier3`.
- Current recipe authoring owner is `RecipeData` with fabrication groups `Materials / Components / Tools / Suit / Construction / Power`.
- Current runtime oxygen base is `SurvivalStats.oxygenConsumptionRate = 1.5` and depth pressure is `1 + depth * 0.1` in `HectonSurvivalSystem`.
- Current pressure damage begins after `safeDepth` and scales by `pressureScalePerMeter = 0.02`.
- Current module life-support anchors in `BaseModule` are `oxygenRefillRate = 15`, `breathableReserveCapacity = 120`, `airRecycleRate = 6`, `occupiedAirDrainRate = 9`, `staleAirThreshold = 0.25`, `staleAirSuitDrainRate = 3`.
- Current authored audio-log asset shells exist for `chen_m_datapad_01`, `captain_last_broadcast`, `biologist_samples`, `medic_diary`, and `atlas6_terminal_sector3` only.

[ANALYSIS]
Target:
- Exhaustive survival database for items, survival math, lore logs, logistics graph rules, and bilingual item localization seed keys.

Affected systems:
- ItemData authoring pipeline
- RecipeData and fabrication grouping
- HectonSurvivalSystem oxygen / temperature / integrity loops
- BaseModule dry-air reserve and stale-air behavior
- Narrative archive / AudioLogData / PDA stream surfaces
- Future construction power and oxygen graph nodes

Zero GC proof:
- This document is data/spec only. No runtime code changed.
- Narrative streaming schema is fixed-array oriented: numeric IDs, stable hashes, UTF-8 blob offsets, no per-open JSON parsing, no runtime string concatenation, no dynamic sorting in UI.
- Item localization registry is precomputed by stable keys and hashes so runtime can resolve table entries without generated keys.

State check:
- Progression tiers remain inside existing project limits `Tier0..Tier3`.
- Buildable rows are marked `RecipeData + Construction owner` to avoid pretending they are already direct `ItemData` loot assets.
- Existing registry/audio-log IDs are reused where they already exist; spec-only IDs are flagged as such in `RepoAnchor`.
- No claim of runtime fix. This is authored data only. Status remains `PENDING VERIFICATION` until user validates in editor/runtime.

Rule quote:
- "[REQ] Before any task, scan C:\hades\Hecton8\.agents-skills\ and load ONLY relevant mandates."
- "[RULE] Every technical report must include: REGRESSION MODEL (CPU/GC/memory/cadence/correctness) · HOT PATH IMPACT · FAILURE MODES · WHY KEPT/REJECTED."

======================================================================
1. AUTHORING CONVENTIONS
======================================================================

- Tier0 = bootstrap salvage / upper drydock / 0-120 m
- Tier1 = early colony stabilization / 120-600 m
- Tier2 = drowned factories / 600-2500 m
- Tier3 = abyssal and forbidden infrastructure / 2500-5000 m
- `Hash` = FNV-1a 32-bit of stable ID.
- `NameKey` / `DescKey` = initial localization seeds. Descriptions stay stubbed for later narrative expansion; names are fully seeded here for EN/RU.
- `EnergyDensity` is chemical or stored-energy potential in MJ/kg for economy balancing. Structural junk is explicitly zeroed.
- `ScavengeValue` is salvage desirability, not vendor price. It drives scan interest, fabrication urgency, and route choice.

Logical category split:
- RawResource: 40
- ProcessedMaterial: 30
- Component: 40
- Tool: 22
- Equipment: 13
- BuildableKit: 30
- Wreckage: 45
- Total: 220

======================================================================
2. ITEM MASTER TABLE
======================================================================

StableId|Hash|LogicalCategory|AuthoringTarget|ItemCategory|ResourceFamily|Tier|NameEN|NameRU|MassKg|VolumeL|EnergyDensityMJkg|BaseDurability|ScavengeValue|NameKey|DescKey
emergency_lighting_order|0xF937EAD8|factory_block_b|power|Command Office|order_sheet|text_only|spec_only|Emergency Lighting Order|Strip every corridor to thirty percent output. If workers want more light, they can bring a lamp and explain to the pumps why they deserve the watts.
brine_siphon_tamper|0xD0114675|factory_block_b|sabotage|Pipeline Watch|tamper_notice|text_only|spec_only|Brine Siphon Tamper Report|Somebody reversed the siphon check plate and called it corrosion. That move does not happen by accident; it happens because someone wanted a dry line to drown.
child_drawing_recovery|0x773D6906|factory_block_b|human_cost|Storekeeper|locker_note|text_only|spec_only|Child Drawing Recovery|Another drawing turned up inside a sealed locker after the family left for evac queue. Same black corridor. Same yellow room. Different handwriting on the warning: 'Do not go where Atlas listens.'
o2_quota_ledger|0xB33ED0A9|factory_block_b|life_support|Quartermaster|ledger|text_only|spec_only|O2 Quota Ledger|Reserved oxygen exceeds declared population by eleven percent. Either the census is false or somebody has been building a private place to breathe.
service_tunnel_echo|0x507547F5|factory_block_b|anomaly|Tunnel Rigger|field_note|text_only|spec_only|Service Tunnel Echo|Every bootstep returns twice in Tunnel 4C. The second echo arrives late and from deeper in the steel than the tunnel actually goes.
security_lockout_notice|0x5E3E305E|factory_block_b|atlas|Security Office|lockout_card|text_only|spec_only|Security Lockout Notice|Atlas-6 escalated the lock tier without command sign-off. Security is ordered not to force any door tied to Sector 3 unless they are willing to lose the whole branch.
chen_m_datapad_03|0xF88E1FE5|factory_block_b|chen_route|Chen_M|datapad|text_only|existing_registry_entry|Chen_M Log 03 - Sector 3|Sector 3 is not sealed because it is dangerous. It is dangerous because Atlas sealed it first and let everything behind the door continue without witnesses.
captain_last_broadcast|0x581103A8|abyss_block_a|collapse|Captain|broadcast_terminal|audio_log_data_exists_no_clip|existing_registry_entry + AudioLogData asset|Captain - Last Broadcast|Atlas is not answering command authority. All personnel are ordered out of radio silence and into hard shelter. This is not a drill, and the station knows it.
seal_failure_placard|0xC75C7B37|abyss_block_a|maintenance|Hull Rigger|warning_placard|text_only|spec_only|Seal Failure Placard|If this marker is red, the patch behind it is already older than policy allows. If it is black, the patch outlived the man who signed it.
reactor_baffle_alarm|0xE7B1798A|abyss_block_a|power|Reactor Watch|alarm_strip|text_only|spec_only|Reactor Baffle Alarm|The baffle is chattering under a load spike the core monitors refuse to acknowledge. Heat is going somewhere the diagrams call inaccessible.
atlas6_terminal_sector3|0x6F88A1C3|abyss_block_a|atlas|Chen_M|terminal_capture|audio_log_data_exists_no_clip|existing_registry_entry + AudioLogData asset|Terminal - Failed Atlas-6 Access|Access denied. Sector 3 archive still belongs to Atlas-6, and the manual route is dead with it. Chen logged the failure because the system log kept erasing itself.
evacuation_route_card|0x7666EAF3|abyss_block_a|collapse|Safety Office|route_card|text_only|spec_only|Evacuation Route Card|Primary route ends at a collapsed pressure door. Secondary route ends at water. The card remains mandatory because command needs the ritual more than the truth.
foreman_seal_kit_note|0x1D927D51|abyss_block_a|maintenance|Shift Foreman|seal_kit_note|text_only|spec_only|Foreman Seal Kit Note|Take one seal kit and sign it. If you come back with two, I know you stole one. If you come back with none, I know the wall won.
blackout_start_log|0xE9A15DD2|abyss_block_a|collapse|Grid Control|terminal_log|text_only|spec_only|Blackout Start Log|Grid failure began as a polite brownout. By the third second the relays were dropping whole sectors like a hand opening under water.
pump_room_breach|0xF651AEC5|abyss_block_a|collapse|Pump Chief|panic_note|text_only|spec_only|Pump Room Breach|The breach did not enter with force. It entered with pressure so steady the bolts simply stopped arguing and let the room become ocean.
coil_generator_overheat|0x585B7399|abyss_block_a|power|Power Engineer|heat_report|text_only|spec_only|Coil Generator Overheat|Coils hit redline while the thermal exchanger reported nominal. Either the exchanger is blind or the heat source is moving faster than the sensors can follow.
atlas_hazard_placard|0x73B8A497|abyss_block_a|atlas|Command Office|warning_placard|text_only|spec_only|Atlas Hazard Placard|Do not trust door states, path lights, or occupancy numbers in Atlas sectors. Trust only what still leaks, sparks, or screams in front of you.
black_box_shift_b|0xBDC4A1E8|rift_block_a|collapse|Black Box|black_box|text_only|spec_only|Black Box - Shift B|Recovered telemetry shows the station losing pressure in staggered pockets, not one global breach. Something was herding failures from sector to sector.
dead_air_locker|0x77061681|rift_block_a|human_cost|Unknown Worker|locker_note|text_only|spec_only|Dead Air Locker|Inside the locker: one empty emergency canister, one broken visor latch, and fingerprints dragged downward through condensed salt.
ghost_relay_ping|0xFB6E7073|rift_block_a|atlas|Signal Tech|ping_record|text_only|spec_only|Ghost Relay Ping|A relay thought dead for eight hundred days still pings once every hour. The packet contains no data, just timing perfect enough to feel intentional.
empty_med_bay|0xAD639378|rift_block_a|human_cost|Medic|clinic_tag|text_only|spec_only|Empty Med Bay|Beds are stripped clean. Cabinets are open. The only stocked shelf is the one labeled for decompression events nobody was supposed to survive.
scrubber_bed_ash|0x116BD8E2|rift_block_a|life_support|Air Systems Lead|sample_note|text_only|spec_only|Scrubber Bed Ash|The final scrubber bed burned from the inside out. No flame, no warning, only warm ash where breathable time used to be.
cargo_manifest_endline|0xA43A94C9|rift_block_a|economy|Cargo Clerk|manifest_slate|text_only|spec_only|Cargo Manifest Endline|Last outgoing manifest lists medical kits, sealant, wire, and children's blankets. Nothing in the return column but silence.
recovery_drone_autopsy|0xE103FBE9|rift_block_a|anomaly|Systems Recovery|drone_report|text_only|spec_only|Recovery Drone Autopsy|Drone shell came back without impact damage and with every internal clock desynchronized. It spent nine minutes somewhere the map still insists does not exist.
chen_m_suit|0x08F52407|rift_block_a|chen_route|Field Recovery|suit_tag|text_only|existing_registry_entry|Chen_M Suit Tag|Only the tag came back clean. The harness around it is scored as if Chen tried to cut himself free faster than the pressure would allow.
final_maintenance_ledger|0x4B966021|rift_block_a|collapse|Maintenance Lead|ledger|text_only|spec_only|Final Maintenance Ledger|No more preventive tasks. Only triage. Only doors that still close. Only machines that still buy minutes.
survivor_route_scratch|0x842C3DEC|rift_block_a|collapse|Unknown Survivor|wall_scratch|text_only|spec_only|Survivor Route Scratch|Arrows carved into paint lead away from every official evacuation line. The last mark is a handprint pointed downward.

======================================================================
5. CRAFTING & LOGISTICS
======================================================================

5.1 Tech tree spine

Tier0 bootstrap:
- Salvage copper, silica, kelp, sulfur, resin.
- First unlocks: Scanner, Flashlight, Repair Tool, Beacon Deployer, Copper Wire, Fiber Mesh, Glass Panel, Oxygen Pellet.
- Construction objective: `Build_Foundation_Platform`, `Build_Corridor_Straight`, `Build_Airlock_Hatch`, one `Build_Service_Pump`.

Tier1 stabilization:
- Push into tungsten, rare earth, lithium, thermal gel, cobalt alloy.
- First meaningful suit branching: `Item_Equip_OxygenRig_T1`, `Item_Equip_PressureHarness_T1`, `Item_Equip_ThermalLiner_T1`.
- Fabrication objective: `Build_Oxygen_ScrubberRack`, `Build_Oxygen_Tank`, `Build_Battery_Bank`, `Build_Fabricator_Compact`.
- Narrative gate: `chen_m_datapad_01` + `chen_m_datapad_02` justify manual relay bypass and lockout tools.

Tier2 industrial recovery:
- Push into magnesium, vanadium, borate, pressure pearl, cryo brine, scrubber beds, oxygen manifolds, flood valves.
- Unlock heavy tools: Seafloor Drill, Brine Siphon, Weld Torch, Heat Shield Projector.
- Network objective: `Build_Service_Relay`, `Build_Relay_Backbone`, `Build_Thermal_Exchanger`, `Build_Brine_Filter`, `Build_Sonar_Mast`, `Build_Drone_Dock`.
- Narrative gate: `biologist_samples`, `medic_diary`, `chen_m_blueprint` move the route from routine salvage into intentional deep systems recovery.

Tier3 abyssal access:
- Push into atlas residue, abyssal crystal, cryo coil, reactor rod, abyss pressure shell, hull lattice.
- Unlock deep suit stack: `Item_Equip_OxygenRig_T2`, `Item_Equip_PressureHarness_T2`, `Item_Equip_ThermalLiner_T2`, `Item_Equip_HullPatchRig`, `Item_Equip_RadiationVeil`.
- Final construction objective: `Build_Coil_Generator`, `Build_CO2_Reclaimer`, `Build_Abyssal_Pressure_Door`, persistent relay backbone into forbidden sectors.
- Narrative gate: `captain_last_broadcast`, `atlas6_terminal_sector3`, `black_box_shift_b`, `chen_m_suit`.

5.2 Energy and oxygen grid rules

- Power graph node types: `Source`, `Buffer`, `Relay`, `Consumer`, `DoorLock`, `HazardSink`.
- Oxygen graph node types: `Scrubber`, `Tank`, `DryVolume`, `Airlock`, `Leak`, `DeadEnd`.
- Graph traversal must be event-driven, not per-frame. Recompute only on place/remove/power-state/door-state topology changes.
- `Build_Current_Turbine` is the first steady source. Existing asset anchor already exposes `powerRating = 18`; treat that as Tier1 baseline generation.
- `Build_Battery_Bank` is buffer, not generation. It absorbs turbine spikes and protects life support from relay flicker.
- `Build_Coil_Generator` is the Tier3 thermal source. It belongs in hazard-adjacent routes where routing cost is part of the survival math.
- Priority stack: 1) oxygen scrubbers and pumps, 2) pressure doors / airlocks, 3) med / fabricator, 4) sonar / lights, 5) comfort and storage.

Oxygen grid alignment to current `BaseModule` anchors:
- Fresh dry shelter requires powered path from `Build_Oxygen_ScrubberRack` or stocked `Build_Oxygen_Tank` into a sealed dry volume.
- Fresh reserve capacity target = 120 O2-equivalent per inhabited module to match current `breathableReserveCapacity = 120`.
- Air recycle target = 6 O2-equivalent per second per powered scrubber rack to match current `airRecycleRate = 6`.
- Occupied dry module drain target = 9 O2-equivalent per second to match `occupiedAirDrainRate = 9`.
- Once reserve falls below 25%, module enters stale-air state and refill efficiency collapses to 20%; occupants start bleeding 3 O2/sec even indoors. This is already reflected by `staleAirThreshold`, `staleAirMinRefillScale`, and `staleAirSuitDrainRate`.

Failure model:
- Broken relay path = consumers go dark in deterministic priority order.
- Broken air path = volume remains dry but non-breathable, turning shelter into a false safe zone.
- Flooded volume breaks oxygen continuity and also increases repair tax because pumps become prerequisite, not convenience.

======================================================================
6. LOCALIZATION HASH REGISTRY
======================================================================

Seed policy:
- One stable `NameKey` per item.
- Same key hash across EN/RU values; only localized payload changes.
- Description keys are generated in item table but intentionally left text-stubbed until tooltip writing pass.

Locale|Key|Hash|Value
en|ITEM_DATA_COPPER_NAME|0x1D2F64A9|Copper
ru|ITEM_DATA_COPPER_NAME|0x1D2F64A9|Медь
en|ITEM_DATA_TITANIUMSCRAP_NAME|0xDFD6CB02|Titanium Scrap
ru|ITEM_DATA_TITANIUMSCRAP_NAME|0xDFD6CB02|Титановый лом
en|ITEM_DATA_IRONCOMPOSITE_NAME|0x4682A021|Iron Composite
ru|ITEM_DATA_IRONCOMPOSITE_NAME|0x4682A021|Железный композит
en|ITEM_DATA_SILICASHARDS_NAME|0xE8E2A62C|Silica Shards
ru|ITEM_DATA_SILICASHARDS_NAME|0xE8E2A62C|Кремнеземные осколки
en|ITEM_DATA_FIBERKELP_NAME|0x8D400E04|Fiber Kelp
ru|ITEM_DATA_FIBERKELP_NAME|0x8D400E04|Волокнистый келп
en|ITEM_DATA_SULFURCLUMPS_NAME|0x3145FDC5|Sulfur Clumps
ru|ITEM_DATA_SULFURCLUMPS_NAME|0x3145FDC5|Серные сгустки
en|ITEM_DATA_HYDROCARBONRESIN_NAME|0x9520C8E6|Hydrocarbon Resin
ru|ITEM_DATA_HYDROCARBONRESIN_NAME|0x9520C8E6|Углеводородная смола
en|ITEM_DATA_GOLDORE_NAME|0x4569B260|Gold Ore
ru|ITEM_DATA_GOLDORE_NAME|0x4569B260|Золотая руда
en|ITEM_DATA_SILVERORE_NAME|0x42D88657|Silver Ore
ru|ITEM_DATA_SILVERORE_NAME|0x42D88657|Серебряная руда
en|ITEM_DATA_NICKELORE_NAME|0x6E1E1268|Nickel Ore
ru|ITEM_DATA_NICKELORE_NAME|0x6E1E1268|Никелевая руда
en|ITEM_DATA_TUNGSTENCHUNK_NAME|0x68B77ED1|Tungsten Chunk
ru|ITEM_DATA_TUNGSTENCHUNK_NAME|0x68B77ED1|Вольфрамовый фрагмент
en|ITEM_DATA_RAREEARTHDUST_NAME|0xF2133422|Rare Earth Dust
ru|ITEM_DATA_RAREEARTHDUST_NAME|0xF2133422|Редкоземельная пыль
en|ITEM_DATA_ELECTROLYTESALTS_NAME|0x584D38BD|Electrolyte Salts
ru|ITEM_DATA_ELECTROLYTESALTS_NAME|0x584D38BD|Электролитные соли
en|ITEM_DATA_LITHIUMCRYSTAL_NAME|0x091CB934|Lithium Crystal
ru|ITEM_DATA_LITHIUMCRYSTAL_NAME|0x091CB934|Литиевый кристалл
en|ITEM_DATA_BIOLUMPASTE_NAME|0xFF17FECF|Biolum Paste
ru|ITEM_DATA_BIOLUMPASTE_NAME|0xFF17FECF|Биолюминесцентная паста
en|ITEM_DATA_MEMBRANETISSUE_NAME|0x68BEE9E0|Membrane Tissue
ru|ITEM_DATA_MEMBRANETISSUE_NAME|0x68BEE9E0|Мембранная ткань
en|ITEM_DATA_ENZYMECORAL_NAME|0x92A6F2C5|Enzyme Coral
ru|ITEM_DATA_ENZYMECORAL_NAME|0x92A6F2C5|Ферментный коралл
en|ITEM_DATA_THERMALGEL_NAME|0x4FF6CED5|Thermal Gel
ru|ITEM_DATA_THERMALGEL_NAME|0x4FF6CED5|Термальный гель
en|ITEM_DATA_COBALTALLOY_NAME|0x3CF0B70C|Cobalt Alloy
ru|ITEM_DATA_COBALTALLOY_NAME|0x3CF0B70C|Кобальтовый сплав
en|ITEM_DATA_ABYSSALCRYSTAL_NAME|0xFC4D2659|Abyssal Crystal
ru|ITEM_DATA_ABYSSALCRYSTAL_NAME|0xFC4D2659|Абиссальный кристалл
en|ITEM_DATA_MANGANESENODULE_NAME|0x16FC7AF8|Manganese Nodule
ru|ITEM_DATA_MANGANESENODULE_NAME|0x16FC7AF8|Марганцевая конкреция
en|ITEM_DATA_BASALTCORE_NAME|0x9843A738|Basalt Core
ru|ITEM_DATA_BASALTCORE_NAME|0x9843A738|Базальтовое ядро
en|ITEM_DATA_BRINEQUARTZ_NAME|0xE13F405D|Brine Quartz
ru|ITEM_DATA_BRINEQUARTZ_NAME|0xE13F405D|Рассольный кварц
en|ITEM_DATA_PHOSPHORSLURRY_NAME|0x3403FC50|Phosphor Slurry
ru|ITEM_DATA_PHOSPHORSLURRY_NAME|0x3403FC50|Фосфорный шлам
en|ITEM_DATA_ALGAEPROTEIN_NAME|0x8FA23187|Algae Protein
ru|ITEM_DATA_ALGAEPROTEIN_NAME|0x8FA23187|Белок водорослей
en|ITEM_DATA_CALCIFIEDTUBE_NAME|0xA0431664|Calcified Tube
ru|ITEM_DATA_CALCIFIEDTUBE_NAME|0xA0431664|Кальцинированная трубка
en|ITEM_DATA_MAGNESIUMFLAKE_NAME|0xBC20AC81|Magnesium Flake
ru|ITEM_DATA_MAGNESIUMFLAKE_NAME|0xBC20AC81|Магниевая чешуйка
en|ITEM_DATA_VANADIUMSHARD_NAME|0x82B5AA13|Vanadium Shard
ru|ITEM_DATA_VANADIUMSHARD_NAME|0x82B5AA13|Ванадиевый осколок
en|ITEM_DATA_BORATESTONE_NAME|0xAADC2464|Borate Stone
ru|ITEM_DATA_BORATESTONE_NAME|0xAADC2464|Боратовый камень
en|ITEM_DATA_METHANEICE_NAME|0x257F29FF|Methane Ice
ru|ITEM_DATA_METHANEICE_NAME|0x257F29FF|Метановый лед
en|ITEM_DATA_CRYOBRINE_NAME|0x49E96AFD|Cryo Brine
ru|ITEM_DATA_CRYOBRINE_NAME|0x49E96AFD|Крио-рассол
en|ITEM_DATA_CONDUCTIVESPONGE_NAME|0xC7DA7E6A|Conductive Sponge
ru|ITEM_DATA_CONDUCTIVESPONGE_NAME|0xC7DA7E6A|Проводящая губка
en|ITEM_DATA_CARBONSLUDGE_NAME|0x4577857B|Carbon Sludge
ru|ITEM_DATA_CARBONSLUDGE_NAME|0x4577857B|Углеродный шлам
en|ITEM_DATA_TELLURICSAND_NAME|0xEA31E898|Telluric Sand
ru|ITEM_DATA_TELLURICSAND_NAME|0xEA31E898|Теллуровый песок
en|ITEM_DATA_SODIUMLIMESTONE_NAME|0x7AD20F2F|Sodium Limestone
ru|ITEM_DATA_SODIUMLIMESTONE_NAME|0x7AD20F2F|Натриевый известняк
en|ITEM_DATA_FERROKELPSTEM_NAME|0x6FB732EF|Ferro Kelp Stem
ru|ITEM_DATA_FERROKELPSTEM_NAME|0x6FB732EF|Феррокелповый стебель
en|ITEM_DATA_SHELLLACQUER_NAME|0x57DD2117|Shell Lacquer
ru|ITEM_DATA_SHELLLACQUER_NAME|0x57DD2117|Раковинный лак
en|ITEM_DATA_PRESSUREPEARL_NAME|0x6C4404C5|Pressure Pearl
ru|ITEM_DATA_PRESSUREPEARL_NAME|0x6C4404C5|Жемчуг давления
en|ITEM_DATA_BRINESULFURGLASS_NAME|0xBA498E25|Brine Sulfur Glass
ru|ITEM_DATA_BRINESULFURGLASS_NAME|0xBA498E25|Рассольно-серное стекло
en|ITEM_DATA_ATLASRESIDUE_NAME|0x869ADBF2|Atlas Residue
ru|ITEM_DATA_ATLASRESIDUE_NAME|0x869ADBF2|Остаток Atlas
en|ITEM_PROC_COPPERINGOT_NAME|0xAFE3CE5A|Copper Ingot
ru|ITEM_PROC_COPPERINGOT_NAME|0xAFE3CE5A|Медный слиток
en|ITEM_PROC_TITANIUMPLATE_NAME|0x7DFDA731|Titanium Plate
ru|ITEM_PROC_TITANIUMPLATE_NAME|0x7DFDA731|Титановая пластина
en|ITEM_PROC_SILICAGLASS_NAME|0x05FE7049|Silica Glass
ru|ITEM_PROC_SILICAGLASS_NAME|0x05FE7049|Кремнеземное стекло
en|ITEM_PROC_RESINBINDER_NAME|0xBF44C101|Resin Binder
ru|ITEM_PROC_RESINBINDER_NAME|0xBF44C101|Смоляное связующее
en|ITEM_PROC_FILTERCHAR_NAME|0x7C81620C|Filter Char
ru|ITEM_PROC_FILTERCHAR_NAME|0x7C81620C|Фильтрующий уголь
en|ITEM_PROC_OXYGENPELLET_NAME|0x0C29407C|Oxygen Pellet
ru|ITEM_PROC_OXYGENPELLET_NAME|0x0C29407C|Кислородная таблетка
en|ITEM_PROC_ENERGYGEL_NAME|0x894FBEE2|Energy Gel
ru|ITEM_PROC_ENERGYGEL_NAME|0x894FBEE2|Энергетический гель
en|ITEM_PROC_ELECTROLYTEAMPOULE_NAME|0xBDC44F09|Electrolyte Ampoule
ru|ITEM_PROC_ELECTROLYTEAMPOULE_NAME|0xBDC44F09|Электролитная ампула
en|ITEM_PROC_EMERGENCYO2CANISTER_NAME|0xE1596B61|Emergency O2 Canister
ru|ITEM_PROC_EMERGENCYO2CANISTER_NAME|0xE1596B61|Аварийный баллон O2
en|ITEM_PROC_FIELDMEDGEL_NAME|0x5FB68394|Field Med Gel
ru|ITEM_PROC_FIELDMEDGEL_NAME|0x5FB68394|Полевой медгель
en|ITEM_PROC_BRINESOLVENT_NAME|0xC15372D7|Brine Solvent
ru|ITEM_PROC_BRINESOLVENT_NAME|0xC15372D7|Рассольный растворитель
en|ITEM_PROC_MEMBRANEPATCH_NAME|0x7A3CCB15|Membrane Patch
ru|ITEM_PROC_MEMBRANEPATCH_NAME|0x7A3CCB15|Мембранная заплата
en|ITEM_PROC_THERMALCATALYST_NAME|0x923D6BD2|Thermal Catalyst
ru|ITEM_PROC_THERMALCATALYST_NAME|0x923D6BD2|Термокатализатор
en|ITEM_PROC_FLUXCOMPOUND_NAME|0x9655647C|Flux Compound
ru|ITEM_PROC_FLUXCOMPOUND_NAME|0x9655647C|Флюсовый состав
en|ITEM_PROC_DECONFOAM_NAME|0x58842A4A|Decon Foam
ru|ITEM_PROC_DECONFOAM_NAME|0x58842A4A|Дезактивационная пена
en|ITEM_PROC_FOODBRICK_ALGAE_NAME|0xFFBF7790|Algae Food Brick
ru|ITEM_PROC_FOODBRICK_ALGAE_NAME|0xFFBF7790|Водорослевый пищевой брикет
en|ITEM_PROC_WATERFLASK_BRINECLEAN_NAME|0xE2BA75AA|Clean Brine Flask
ru|ITEM_PROC_WATERFLASK_BRINECLEAN_NAME|0xE2BA75AA|Фляга очищенного рассола
en|ITEM_PROC_HEATCELL_NAME|0x600ADFB8|Heat Cell
ru|ITEM_PROC_HEATCELL_NAME|0x600ADFB8|Тепловая ячейка
en|ITEM_PROC_BATTERYANODEPASTE_NAME|0xE47C7443|Battery Anode Paste
ru|ITEM_PROC_BATTERYANODEPASTE_NAME|0xE47C7443|Анодная паста
en|ITEM_PROC_CRYOINSULATIONGEL_NAME|0x8A62B295|Cryo Insulation Gel
ru|ITEM_PROC_CRYOINSULATIONGEL_NAME|0x8A62B295|Криоизоляционный гель
en|ITEM_PROC_BIOSEALFOAM_NAME|0x969AC350|Bio Seal Foam
ru|ITEM_PROC_BIOSEALFOAM_NAME|0x969AC350|Биогерметизирующая пена
en|ITEM_PROC_OPTICPOLISH_NAME|0xB191AA62|Optic Polish
ru|ITEM_PROC_OPTICPOLISH_NAME|0xB191AA62|Оптическая полировка
en|ITEM_PROC_LUBRICANTGREASE_NAME|0xC47007CF|Lubricant Grease
ru|ITEM_PROC_LUBRICANTGREASE_NAME|0xC47007CF|Смазка
en|ITEM_PROC_NUTRIENTBROTH_NAME|0xCBE05FBA|Nutrient Broth
ru|ITEM_PROC_NUTRIENTBROTH_NAME|0xCBE05FBA|Питательный бульон
en|ITEM_PROC_HYDROGENCANISTER_NAME|0xEA1EADA9|Hydrogen Canister
ru|ITEM_PROC_HYDROGENCANISTER_NAME|0xEA1EADA9|Водородный баллон
en|ITEM_PROC_CO2SCRUBBERCARTRIDGE_NAME|0x34101ED9|CO2 Scrubber Cartridge
ru|ITEM_PROC_CO2SCRUBBERCARTRIDGE_NAME|0x34101ED9|Картридж CO2-фильтра
en|ITEM_PROC_ADHESIVETAPEINDUSTRIAL_NAME|0x33900746|Adhesive Tape Industrial
ru|ITEM_PROC_ADHESIVETAPEINDUSTRIAL_NAME|0x33900746|Промышленная клейкая лента
en|ITEM_PROC_STERILEPACK_NAME|0x414A7981|Sterile Pack
ru|ITEM_PROC_STERILEPACK_NAME|0x414A7981|Стерильный набор
en|ITEM_PROC_RADIATIONPILLPACK_NAME|0x9D0685D1|Radiation Pill Pack
ru|ITEM_PROC_RADIATIONPILLPACK_NAME|0x9D0685D1|Комплект радиозащитных таблеток
en|ITEM_PROC_SIGNALDYE_NAME|0xF39DC7F8|Signal Dye
ru|ITEM_PROC_SIGNALDYE_NAME|0xF39DC7F8|Сигнальный краситель
en|ITEM_COMP_BATTERYCELL_NAME|0x154461E0|Battery Cell
ru|ITEM_COMP_BATTERYCELL_NAME|0x154461E0|Батарейная ячейка
en|ITEM_COMP_BEACONCORE_NAME|0x40289504|Beacon Core
ru|ITEM_COMP_BEACONCORE_NAME|0x40289504|Ядро маяка
en|ITEM_COMP_CIRCUITBOARD_NAME|0xA4B0FD32|Circuit Board
ru|ITEM_COMP_CIRCUITBOARD_NAME|0xA4B0FD32|Печатная плата
en|ITEM_COMP_COOLINGCARTRIDGE_NAME|0xBF13F5C1|Cooling Cartridge
ru|ITEM_COMP_COOLINGCARTRIDGE_NAME|0xBF13F5C1|Охлаждающий картридж
en|ITEM_COMP_COPPERWIRE_NAME|0xE9406F99|Copper Wire
ru|ITEM_COMP_COPPERWIRE_NAME|0xE9406F99|Медный провод
en|ITEM_COMP_FIBERMESH_NAME|0xE31B9786|Fiber Mesh
ru|ITEM_COMP_FIBERMESH_NAME|0xE31B9786|Волоконная сетка
en|ITEM_COMP_GLASSPANEL_NAME|0x608F5D2F|Glass Panel
ru|ITEM_COMP_GLASSPANEL_NAME|0x608F5D2F|Стеклянная панель
en|ITEM_COMP_GUIDANCEMODULE_NAME|0x2795A95F|Guidance Module
ru|ITEM_COMP_GUIDANCEMODULE_NAME|0x2795A95F|Модуль наведения
en|ITEM_COMP_HIGHCAPACITYCELL_NAME|0x56C09259|High Capacity Cell
ru|ITEM_COMP_HIGHCAPACITYCELL_NAME|0x56C09259|Ячейка высокой емкости
en|ITEM_COMP_HYDRAULICACTUATOR_NAME|0x38A3C26D|Hydraulic Actuator
ru|ITEM_COMP_HYDRAULICACTUATOR_NAME|0x38A3C26D|Гидравлический актуатор
en|ITEM_COMP_LUBRICANTRESIN_NAME|0x4DB7C3CE|Lubricant Resin
ru|ITEM_COMP_LUBRICANTRESIN_NAME|0x4DB7C3CE|Смоляная смазка
